area,property_type,bedRoom,bathroom,balcony,facing,sector,society_name,Price,Study_room,Servant_room,Pooja_room,Other,floor,age,feature_score,furnish_score,rate
15195.0,flat,3,3,2,East,108,sobha city,2.6,0,0,0,0,8.0,Relatively New,23,0.0,1711.0891740704178
14478.0,flat,3,4,2,North-East,108,sobha city,2.9,0,0,0,0,11.0,Relatively New,24,0.0,2003.0390937974857
5929.0,flat,3,4,3+,North-East,107,mm woodshire,1.4,0,1,0,0,6.0,Relatively New,26,0.0,2361.275088547816
9365.0,flat,4,5,3+,North-East,109,ats tourmaline,2.95,0,1,0,0,10.0,Relatively New,23,0.0,3150.026695141484
8704.0,flat,3,4,3,North-East,109,ats tourmaline,2.25,0,1,0,0,14.0,Relatively New,23,0.0,2585.018382352941
8000.0,flat,3,3,3+,East,109,ats tourmaline,1.4,0,0,0,0,9.0,Relatively New,22,0.0,1750.0
6542.0,flat,3,2,3,North-East,109,sbtl caladium,1.26,0,0,0,0,8.0,Relatively New,23,0.0,1926.016508712932
8623.0,flat,4,4,1,North-West,69,tulip violet,1.7,0,0,0,0,12.0,Relatively New,25,3.0,1971.4716455989794
9039.0,flat,3,3,2,North-East,69,tulip violet,1.43,0,0,1,0,1.0,Relatively New,24,3.0,1582.0334107755282
8283.0,flat,3,3,1,South-West,69,tulip violet,1.3,0,0,1,0,12.0,Relatively New,23,16.5,1569.4796571290594
8411.0,flat,3,3,1,South-East,69,tulip violet,1.32,0,0,1,0,12.0,Relatively New,23,17.0,1569.373439543455
9950.0,flat,4,4,2,West,69,tulip violet,2.0,0,0,0,0,0.0,Relatively New,25,3.0,2010.0502512562814
8886.0,flat,3,3,2,North-West,69,tulip violet,1.43,0,0,1,0,1.0,Relatively New,23,3.0,1609.273013729462
12047.0,flat,4,4,3+,East,81,dlf the ultima,3.46,0,1,0,0,10.0,Newly House,31,62.0,2872.0843363492986
10553.0,flat,3,3,3+,East,81,dlf the ultima,2.25,0,1,0,0,6.0,Newly House,31,56.0,2132.0951388230833
9742.0,flat,3,3,3,West,109,ats kocoon,1.7,0,0,0,0,21.0,Mid,9,0.0,1745.0215561486348
7072.0,flat,3,3,3+,East,109,sbtl caladium,1.8,0,0,0,0,10.0,Relatively New,29,0.0,2545.2488687782807
7180.0,flat,3,2,3+,West,109,sbtl caladium,1.35,0,0,0,0,12.0,Relatively New,27,10.5,1880.2228412256268
2014.0,flat,3,4,3,North-East,65,mm golfestate,5.4,1,1,0,0,19.0,Mid,32,50.5,26812.313803376364
7380.0,flat,3,3,3+,North-East,54,shree arihant apartment,1.55,0,0,1,1,3.0,Mid,20,35.5,2100.271002710027
9512.0,flat,2,2,2,South,74,mm skywalk,1.6,0,0,0,0,26.0,Relatively New,30,36.5,1682.085786375105
8708.0,flat,4,4,3+,East,56,the lions cghs,2.09,0,0,0,1,7.0,Relatively New,23,34.0,2400.0918695452456
7954.0,flat,3,3,3+,North-East,54,sunischit apartments,1.75,0,1,0,0,6.0,Mid,23,32.5,2200.1508674880565
8023.0,flat,3,3,3,South-West,83,emaar palm gardens,1.38,0,1,0,0,5.0,Relatively New,4,21.0,1720.054842328306
13636.0,flat,3,3,3,South-West,65,emaar mgf emerald floors premier,2.25,1,1,0,0,3.0,Relatively New,9,44.5,1650.0440011733647
11412.0,flat,3,4,3+,North-West,81,dlf the ultima,2.4,0,1,0,0,19.0,Relatively New,30,23.5,2103.0494216614093
9052.0,flat,3,3,3,South,83,emaar palm gardens,1.72,0,1,0,0,4.0,Relatively New,29,29.0,1900.1325673884226
4746.0,flat,3,4,3,North-West,78,umang monsoon breeze,0.88,0,1,1,0,8.0,Mid,27,7.0,1854.1930046354826
8400.0,flat,5,7,3+,West,83,emaar palm gardens,3.15,0,1,0,0,15.0,Relatively New,29,53.5,3750.0
9497.0,flat,3,3,3,South,37D,bptp terra,1.72,1,0,0,0,9.0,Relatively New,5,12.5,1811.0982415499632
10954.0,flat,2,2,3,,74,mm skywalk,1.47,0,0,0,0,26.0,Newly House,14,17.5,1341.975534051488
6104.0,flat,3,4,3,South,71,chd avenue,1.1,0,1,0,0,3.0,Mid,7,0.0,1802.096985583224
6019.0,flat,4,4,3,South,71,chd avenue,1.32,0,1,0,0,14.0,Mid,21,0.0,2193.055324804785
5531.0,flat,4,4,3,North-East,71,chd avenue,1.3,0,1,0,0,5.0,Mid,28,0.0,2350.388718134153
5744.0,flat,4,4,3,North-West,71,chd avenue,1.35,0,1,0,0,8.0,Mid,7,0.0,2350.2785515320334
10853.0,flat,4,4,3,North,66,bptp mansions park prime,3.0,1,1,1,1,3.0,Relatively New,30,57.5,2764.2126600939832
8294.0,flat,3,3,3+,North-East,86,dlf the skycourt,1.6,0,0,0,1,9.0,Relatively New,29,33.5,1929.1053773812394
12589.0,flat,4,4,3,North-East,49,bestech park view city,3.0,0,1,1,0,5.0,Mid,30,17.0,2383.032806418302
3477.0,flat,3,3,3+,East,1,hsiidc sidco aravali,0.9,0,1,0,0,8.0,Mid,8,9.0,2588.4383088869718
7954.0,flat,3,4,3+,East,54,sunischit apartments,1.75,0,1,0,0,5.0,Mid,15,25.0,2200.1508674880565
10799.0,flat,3,3,3,South-East,102,shapoorji pallonji joyville gurugram,2.0,0,0,0,0,9.0,Relatively New,7,0.0,1852.0233354940272
10638.0,flat,3,3,3,North,102,shapoorji pallonji joyville gurugram,1.8,0,0,0,0,5.0,Relatively New,9,0.0,1692.047377326565
9169.0,flat,3,3,3,North,109,ats kocoon,1.6,0,0,0,0,10.0,Relatively New,20,1.5,1745.0103609990185
9655.0,flat,3,3,3,North,110,mahindra aura,1.4,0,0,0,0,10.0,Relatively New,27,27.0,1450.0258933195237
8814.0,flat,3,3,3+,South-East,110,mahindra aura,1.8,0,1,0,0,7.0,Relatively New,26,35.5,2042.205582028591
11489.0,flat,4,4,3+,South-West,67,bestech park view spa next,2.7,0,1,1,0,9.0,Mid,28,41.0,2350.0739838106015
8031.0,flat,3,3,3,South,86,dlf the skycourt,1.55,0,0,0,0,5.0,Relatively New,9,3.0,1930.0211679741003
6424.0,flat,3,4,2,North-East,82,mapsko royale ville,1.15,0,1,1,0,15.0,Relatively New,23,27.5,1790.161892901619
9030.0,flat,3,3,3,North-East,102,emaar gurgaon greens,1.49,0,0,0,0,10.0,Relatively New,27,29.5,1650.0553709856035
9550.0,flat,3,4,2,East,102,emaar imperial gardens,1.91,1,1,0,0,17.0,Relatively New,29,31.0,2000.0
8571.0,flat,3,3,3,South-East,83,vatika city homes,1.05,0,0,1,0,8.0,Mid,21,18.0,1225.0612530626531
7443.0,flat,4,6,3+,East,103,indiabulls centrum park,2.14,0,1,0,0,7.0,Relatively New,27,6.5,2875.184737337095
7208.0,flat,2,2,3,South-West,Palam Vihar,bestech park view residency,1.02,0,0,0,0,11.0,Mid,23,14.0,1415.0943396226414
8553.0,flat,1,1,2,South-West,Palam Vihar,bestech park view residency,0.556,0,0,0,0,7.0,Mid,20,6.5,650.0643049222496
16129.0,flat,2,3,2,North-West,60,ireo skyon,2.5,1,0,0,0,4.0,Relatively New,24,12.0,1550.0031000062
11764.0,flat,3,3,3,North-West,61,pioneer park,2.0,0,0,0,0,24.0,Mid,21,29.5,1700.1020061203672
12813.0,flat,3,4,3+,North-West,63,dhoot time residency,2.2,1,0,0,0,8.0,Mid,20,23.0,1717.0061656130492
8237.0,flat,3,4,3,North-West,108,experion the heartsong,1.65,1,0,0,0,3.0,Mid,21,25.0,2003.1564890129903
9584.0,flat,2,2,2,North,70A,aipl the peaceful homes,1.6,0,0,0,0,22.0,Mid,21,13.0,1669.449081803005
6538.0,flat,2,2,2,East,82,vatika the seven lamps,0.85,0,0,0,0,0.0,Relatively New,9,16.0,1300.0917711838483
8484.0,flat,3,3,3,East,102,emaar gurgaon greens,1.4,0,1,0,0,3.0,Relatively New,20,0.0,1650.1650165016501
14615.0,flat,3,3,2,West,Dlf Phase,dlf wellington estate,2.09,0,0,0,0,11.0,Old,20,28.5,1430.0376325692782
12178.0,flat,3,3,3+,East,49,orchid petals,2.51,1,0,0,0,7.0,Old,23,46.5,2061.093775661028
7954.0,flat,3,3,3+,North,54,sunischit apartments,1.69,0,1,0,0,5.0,Old,12,29.0,2124.7171234598945
6932.0,flat,2,2,3,East,Palam Vihar,bestech park view residency,0.981,0,0,0,0,11.0,Mid,21,15.5,1415.1759953837277
7196.0,flat,4,4,3+,North-East,108,experion the heartsong,2.0,0,1,1,0,10.0,Relatively New,32,37.0,2779.3218454697053
9972.0,flat,3,3,3,East,49,orchid petals,1.95,0,0,0,0,2.0,Old,22,43.0,1955.4753309265946
15418.0,flat,3,3,1,East,Dlf Phase,dlf carlton estate,2.1,0,0,0,0,2.0,Old,24,42.0,1362.0443637307044
7750.0,flat,3,3,3,North,56,kiran residency,1.55,0,1,0,0,5.0,Old,10,35.0,2000.0
9074.0,flat,3,4,3,South-East,49,vatika city,1.98,0,1,0,0,9.0,Mid,24,32.0,2182.0586290500332
8541.0,flat,4,4,3+,West,56,the lions cghs,2.05,0,0,0,0,8.0,Mid,9,33.0,2400.187331694181
6086.0,flat,3,3,3+,North-East,52,pgr shree kripaluji apartment,1.4,0,0,0,0,8.0,Relatively New,15,28.5,2300.3614853762733
8000.0,flat,3,3,3+,North-East,109,ats tourmaline,1.4,0,0,0,0,8.0,Relatively New,26,3.0,1750.0
9182.0,flat,4,6,3+,East,103,indiabulls centrum park,2.36,0,1,0,0,8.0,Relatively New,28,37.5,2570.246133739926
10645.0,flat,3,3,3,East,109,ats kocoon,1.65,0,0,0,0,19.0,Relatively New,27,34.0,1550.0234852043213
13589.0,flat,3,4,2,West,111,puri diplomatic greens,2.65,0,1,0,0,7.0,Relatively New,27,33.0,1950.1067039517256
9563.0,flat,4,4,3+,North,104,ats triumph,2.63,0,1,0,0,21.0,Relatively New,29,45.5,2750.1829969674786
10465.0,flat,3,4,3+,North,104,puri emerald bay,2.25,0,1,0,0,4.0,Relatively New,27,33.5,2150.023889154324
13076.0,flat,4,4,3+,East,104,ats triumph,2.55,0,1,0,0,21.0,Relatively New,26,27.0,1950.1376567757725
7765.0,flat,2,2,3,North-East,103,indiabulls centrum park,1.15,1,0,0,0,8.0,Relatively New,25,15.5,1481.0045074050227
7250.0,flat,3,3,3+,South,56,sagar apartment,1.45,1,1,1,1,7.0,Old,27,0.0,2000.0
8813.0,flat,4,4,3+,East,104,ats triumph,2.6,0,1,0,0,16.0,Relatively New,27,36.5,2950.1872234199477
9393.0,flat,3,4,3,North,102,emaar gurgaon greens,1.55,0,1,0,0,7.0,Relatively New,27,30.5,1650.1650165016501
8450.0,flat,2,2,3,North-East,70A,paras irene,1.2,0,0,0,0,6.0,Mid,8,9.0,1420.1183431952663
7948.0,flat,3,3,3,South-East,70,shree vardhman victoria,1.55,1,1,1,1,6.0,Relatively New,9,9.5,1950.1761449421238
8461.0,flat,3,4,3,South-East,70,shree vardhman victoria,1.65,0,1,0,1,5.0,Relatively New,9,25.5,1950.1240988062877
6402.0,flat,2,2,3,North-East,85,ss the leaf,1.05,0,0,0,1,6.0,Relatively New,9,24.5,1640.112464854733
9020.0,flat,3,3,3,East,90,dlf regal gardens,1.29,1,0,0,0,7.0,Relatively New,30,0.0,1430.1552106430156
7928.0,flat,2,2,2,North-East,67A,pyramid urban,0.555,0,0,0,1,0.0,Relatively New,9,0.0,700.0504540867812
7636.0,flat,3,3,2,North,90,dlf regal gardens,1.26,0,0,0,1,12.0,Relatively New,4,0.0,1650.0785751702463
5026.0,flat,4,6,3,North,85,ss the leaf,1.91,0,1,0,0,6.0,Relatively New,30,13.5,3800.238758456029
5641.0,flat,4,6,3,North-West,85,ss the leaf,2.2,0,1,0,0,10.0,Relatively New,30,20.0,3900.0177273533063
8256.0,flat,3,4,3,West,85,ss the leaf,1.98,0,0,0,0,12.0,Relatively New,30,4.5,2398.2558139534885
6851.0,flat,2,2,3,North,85,ss the leaf,1.11,0,0,0,0,8.0,Relatively New,30,17.5,1620.20143044811
10755.0,flat,3,4,3+,West,81,dlf the ultima,2.25,0,1,0,0,11.0,Relatively New,32,35.5,2092.050209205021
6774.0,flat,3,3,3,North-East,84,ss the coralwood,1.05,0,0,0,1,6.0,Relatively New,26,0.0,1550.044286979628
11438.0,flat,4,4,3+,East,82A,dlf the primus,2.6,0,0,0,1,2.0,Relatively New,14,0.0,2273.12467214548
8320.0,flat,2,2,3,East,85,ss the leaf,1.04,0,0,0,1,17.0,Newly House,26,0.0,1250.0
7167.0,flat,3,3,2,East,90,dlf regal gardens,1.25,0,0,0,1,11.0,Relatively New,3,0.0,1744.1049253523092
12134.0,flat,3,3,2,North-East,112,experion windchants,3.4,0,0,0,0,14.0,Relatively New,31,28.0,2802.0438437448493
7339.0,flat,3,3,3,North,90,dlf regal gardens,1.25,0,1,0,0,28.0,Mid,16,0.0,1703.2293227960213
8283.0,flat,2,2,1,West,86,pyramid urban homes,0.415,1,1,1,1,7.0,Newly House,9,0.0,501.02619823735364
6024.0,flat,2,2,2,East,83,vatika gurgaon,0.75,0,0,0,1,19.0,Relatively New,24,24.0,1245.019920318725
7223.0,flat,4,4,3+,North-West,90,dlf regal gardens,1.7,0,1,0,0,15.0,Mid,14,0.0,2353.592690017998
6641.0,flat,2,2,2,North-West,91,tarc maceo,0.87,0,0,0,0,9.0,Relatively New,21,0.0,1310.0436681222707
10416.0,flat,3,3,3,North,90,dlf regal gardens,1.25,0,1,0,0,18.0,Mid,22,0.0,1200.0768049155147
11233.0,flat,3,4,3+,North,81,dlf the ultima,2.35,0,1,0,0,18.0,Relatively New,24,0.0,2092.050209205021
7554.0,flat,3,4,3+,North-East,104,ats triumph,1.73,0,1,0,0,15.0,Relatively New,28,0.0,2290.177389462536
8818.0,flat,2,2,3,North-East,106,paras dews,0.97,0,0,1,0,6.0,Newly House,30,21.0,1100.0226808800182
7297.0,flat,4,4,3+,North-East,106,paras dews,1.35,0,1,1,0,18.0,Relatively New,30,26.0,1850.0753734411403
6609.0,flat,3,5,3,North-East,99A,pareena coban residences,1.32,0,1,0,0,11.0,Newly House,22,18.0,1997.276441216523
5607.0,flat,2,2,3,North-East,Sohna,eldeco accolade,0.715,0,0,0,0,10.0,Relatively New,27,6.0,1275.191724629927
5422.0,flat,2,2,2,North,Sohna,eldeco accolade,0.78,1,0,0,0,7.0,Relatively New,27,19.5,1438.5835485060863
16959.0,flat,3,4,3,North-East,65,mm golfestate,5.5,0,1,0,0,3.0,Relatively New,9,0.0,3243.1157497493955
14375.0,flat,3,4,3+,North-East,81,dlf the ultima,2.3,0,1,0,0,18.0,Relatively New,27,39.0,1600.0
3152.0,flat,2,2,2,North,95,sidhartha ncr one phase,0.43,0,0,0,0,6.0,Relatively New,27,0.0,1364.2131979695432
6421.0,flat,2,2,3,West,107,mm woodshire,0.985,1,0,0,0,7.0,Relatively New,32,23.0,1534.028967450553
5856.0,flat,2,2,3+,West,107,mm woodshire,0.8,0,0,1,0,6.0,Relatively New,32,24.0,1366.120218579235
8412.0,flat,4,4,3+,North-East,104,ats triumph,2.65,0,1,0,0,10.0,Relatively New,32,0.0,3150.2615311459817
14242.0,flat,3,3,2,North-East,Dlf Phase,dlf exclusive floors,2.35,0,0,0,0,1.0,Old,25,22.0,1650.0491504002248
8835.0,flat,3,3,3+,East,107,mm woodshire,1.29,0,0,1,0,1.0,Relatively New,30,37.0,1460.1018675721562
7991.0,flat,3,4,3+,North,104,ats triumph,1.83,0,1,0,0,10.0,Relatively New,28,25.5,2290.0763358778627
5887.0,flat,3,4,3+,East,107,mm woodshire,1.39,0,1,1,0,6.0,Relatively New,32,30.5,2361.134703584168
6455.0,flat,3,3,2,South-East,83,vatika gurgaon,1.12,1,1,1,0,4.0,Relatively New,31,22.0,1735.0890782339275
4761.0,flat,2,2,2,East,108,raheja vedaanta,0.65,0,0,1,0,5.0,Relatively New,30,15.0,1365.2593992858642
6465.0,flat,3,4,3+,North-West,91,tarc maceo,1.5,1,1,0,0,3.0,Relatively New,25,0.0,2320.185614849188
6975.0,flat,4,4,3,North,91,tarc maceo,1.9,0,1,0,0,9.0,Relatively New,26,0.0,2724.0143369175626
11227.0,flat,3,3,3,North-East,Nirvana Country,the close north,2.35,0,0,0,0,8.0,Mid,30,43.0,2093.168255099314
8163.0,flat,1,1,1,North-East,2,ansal api celebrity suites,0.6,0,0,0,0,5.0,Mid,20,19.5,735.023888276369
14598.0,flat,3,3,1,North-East,Dlf Phase,dlf ridgewood estate,2.0,0,0,0,0,12.0,Old,18,37.5,1370.0506918755993
11000.0,flat,2,2,3+,South,74,mm skywalk,1.57,0,0,0,1,10.0,Relatively New,26,0.0,1427.2727272727273
7250.0,flat,3,3,3+,North-West,37C,corona optus,1.44,0,1,0,0,8.0,Newly House,7,0.0,1986.2068965517242
7250.0,flat,3,3,3,North-East,37C,corona optus,1.26,0,0,0,0,4.0,Newly House,7,0.0,1737.9310344827586
8536.0,flat,2,2,2,North-East,68,mm sierra,1.05,0,0,0,0,11.0,Newly House,26,15.5,1230.0843486410497
2111.1111111111113,flat,4,4,3,West,53,parsvnath exotica,6.44,0,1,0,0,7.0,Mid,20,43.5,30505.263157894737
2000.0,flat,4,4,3+,West,62,pioneer araya,7.56,0,1,1,0,23.0,Relatively New,21,60.0,37800.0
15510.0,flat,3,3,3+,South-East,Dlf Phase,dlf trinity towers,3.8,0,1,1,0,1.0,Mid,20,37.5,2450.03223726628
2773.6666666666665,flat,4,4,2,North,54,dlf park place,6.75,0,1,0,0,8.0,Mid,26,60.5,24336.017305612306
4961.0,flat,2,2,3,North-West,90,shree vardhman flora,0.645,1,0,0,0,11.0,Relatively New,9,18.0,1300.1411005845596
8139.0,flat,3,4,3+,North-East,109,ats tourmaline,1.75,0,1,0,0,7.0,Relatively New,32,0.0,2150.1412949993855
8324.0,flat,3,4,3+,South,56,kiran residency,1.54,0,1,0,0,5.0,Old,21,21.5,1850.072080730418
8484.0,flat,3,3,3,North,102,emaar gurgaon greens,1.4,0,1,0,0,4.0,Relatively New,22,26.0,1650.1650165016501
10601.0,flat,2,2,2,East,102,shapoorji pallonji joyville gurugram,0.97,0,0,0,0,12.0,Relatively New,17,0.0,915.0080181114989
9933.0,flat,2,2,2,North-East,102,shapoorji pallonji joyville gurugram,1.35,0,0,0,0,9.0,Relatively New,22,0.0,1359.106010268801
9011.0,flat,3,4,3+,North,102,conscient heritage max,1.75,0,1,0,0,13.0,Relatively New,23,28.5,1942.07080235268
7652.0,flat,4,6,3+,North-East,103,indiabulls centrum park,2.2,0,1,0,0,4.0,Relatively New,24,42.5,2875.0653423941453
14040.0,flat,3,3,3,West,108,sobha city,2.45,0,0,0,0,15.0,Relatively New,9,0.5,1745.014245014245
6369.0,flat,4,6,3+,North-West,106,paras dews,1.5,0,1,0,0,11.0,Relatively New,30,2.0,2355.1577955723033
10825.0,flat,3,4,3+,North-East,113,la vida by tata housing,2.4,0,1,0,0,5.0,Relatively New,9,4.0,2217.0900692840646
11050.0,flat,3,3,3+,North-East,113,la vida by tata housing,2.45,1,0,0,0,3.0,Relatively New,30,3.0,2217.1945701357467
14285.0,flat,3,3,3+,East,113,la vida by tata housing,3.0,0,1,0,0,3.0,Relatively New,29,3.0,2100.1050052502624
10449.0,flat,3,2,2,North-East,113,la vida by tata housing,1.65,0,0,0,0,3.0,Relatively New,9,2.0,1579.0984783232846
6353.0,flat,2,2,3+,South-East,106,paras dews,0.88,0,0,0,0,3.0,Relatively New,9,6.0,1385.1723595151898
6353.0,flat,2,2,3+,South,106,paras dews,0.88,0,0,0,0,1.0,Relatively New,9,1.5,1385.1723595151898
7272.0,flat,3,4,3+,North-West,106,paras dews,1.28,0,1,0,0,24.0,Relatively New,9,0.5,1760.1760176017601
1061.111111111111,flat,4,5,3+,South-East,106,paras dews,1.34,0,1,0,0,7.0,Relatively New,9,1.5,12628.272251308901
5605.0,flat,4,5,3+,South-West,106,paras dews,1.32,0,1,0,0,11.0,Relatively New,9,0.5,2355.0401427297056
6406.0,flat,3,4,3+,North-West,106,paras dews,1.13,1,1,0,0,18.0,Relatively New,9,0.0,1763.97127692788
7150.0,flat,4,5,3+,South-East,99A,pareena coban residences,1.38,0,1,0,1,1.0,Relatively New,9,21.0,1930.0699300699298
5808.0,flat,3,3,3,North-East,99A,pareena coban residences,1.16,0,1,0,1,3.0,Relatively New,9,1.5,1997.2451790633609
12533.0,flat,3,3,3,North,113,la vida by tata housing,2.33,0,1,0,0,3.0,Newly House,30,1.0,1859.0919971275832
11338.0,flat,3,4,3,North-East,113,la vida by tata housing,3.05,0,1,0,0,15.0,Newly House,32,1.0,2690.0687952019757
6839.0,flat,3,2,1,South-West,83,vatika lifestyle homes,1.25,1,1,1,0,6.0,Relatively New,32,64.5,1827.7525954086855
7716.0,flat,3,3,2,South-West,79,mapsko mount ville,1.25,1,0,1,0,1.0,Relatively New,32,25.0,1620.0103680663556
5982.0,flat,3,3,2,South-West,83,vatika lifestyle homes,1.05,1,1,1,0,14.0,Relatively New,32,25.0,1755.2657973921766
8389.0,flat,3,3,3,South-West,79,mapsko mount ville,1.25,1,0,1,0,22.0,Relatively New,31,14.0,1490.0464894504707
12732.0,flat,3,3,3,South-West,79,mapsko mount ville,1.1,1,0,1,0,22.0,Relatively New,27,28.0,863.9648130694313
11868.0,flat,3,3,3,North,83,emaar palm gardens,1.3,0,1,0,0,16.0,Relatively New,30,27.5,1095.3825412874958
8769.0,flat,4,4,3+,South-East,84,alpha corp gurgaonone,2.28,0,1,0,0,8.0,Relatively New,17,0.0,2600.0684228532327
12371.0,flat,2,2,2,East,85,ss the leaf,1.2,0,1,0,0,4.0,Relatively New,22,12.0,970.0105084471749
13318.0,flat,2,2,3,North-East,85,ss the leaf,1.22,0,0,0,0,16.0,Relatively New,22,12.0,916.0534614807028
12471.0,flat,2,2,3,North,85,ss the leaf,1.1,1,0,0,0,12.0,Relatively New,20,12.0,882.0463475262609
11966.0,flat,2,2,3,North-East,85,ss the leaf,1.15,0,0,1,0,20.0,Relatively New,24,19.0,961.0563262577302
13837.0,flat,3,3,3,North,79,mapsko mount ville,1.2,1,0,1,0,18.0,Relatively New,29,29.0,867.2400086724001
8139.0,flat,3,3,3,North-West,83,emaar palm gardens,1.4,1,1,1,0,2.0,Relatively New,32,29.0,1720.1130359995086
6267.0,flat,3,3,2,South,83,vatika lifestyle homes,1.1,1,0,1,0,8.0,Relatively New,32,27.5,1755.2257858624541
5747.0,flat,3,3,2,South-East,83,vatika city homes,1.0,0,0,0,0,2.0,Relatively New,32,22.0,1740.0382808421784
7904.0,flat,3,4,3,South,84,alpha corp gurgaonone,1.52,0,1,0,0,15.0,Relatively New,22,0.0,1923.076923076923
9473.0,flat,3,4,3,West,83,emaar palm gardens,1.8,1,1,1,0,4.0,Relatively New,32,45.0,1900.1372321334318
8648.0,flat,3,3,3+,East,83,emaar palm gardens,1.6,1,1,1,0,6.0,Relatively New,32,32.0,1850.1387604070305
8539.0,flat,3,4,3,South-West,79,mapsko mount ville,1.55,0,1,0,0,11.0,Relatively New,30,32.0,1815.200843190069
8024.0,flat,3,3,2,West,79,mapsko mount ville,1.3,1,0,1,0,6.0,Relatively New,30,26.0,1620.1395812562314
8458.0,flat,3,4,3+,West,81,bestech park view grand spa,2.25,1,1,0,0,8.0,Relatively New,25,54.0,2660.203357767794
11628.0,flat,5,5,3+,South,49,orchid petals,4.79,1,1,1,0,14.0,Relatively New,9,0.0,4119.367045063639
6459.0,flat,3,3,3,South,90,dlf regal gardens,1.25,0,0,0,1,10.0,Relatively New,14,22.5,1935.2840997058368
7407.0,flat,3,3,3+,North,91,tarc maceo,1.4,0,0,0,0,7.0,Relatively New,19,0.0,1890.1039557175645
6679.0,flat,3,3,3+,North,88A,godrej oasis,1.38,0,1,0,0,7.0,Relatively New,15,0.0,2066.177571492738
7258.0,flat,3,3,3+,North-West,88A,godrej oasis,1.3,0,0,0,0,4.0,Relatively New,18,0.0,1791.1270322402866
6653.0,flat,2,2,2,North-West,79,godrej aria,1.0,1,0,0,0,4.0,Relatively New,9,6.0,1503.0813166992334
6896.0,flat,2,2,3,,88A,godrej oasis,1.0,1,0,0,0,7.0,Relatively New,19,0.0,1450.1160092807424
7268.0,flat,2,2,2,North-West,88A,godrej oasis,0.95,0,0,0,0,6.0,Relatively New,20,0.0,1307.0996147495873
12567.0,flat,2,3,3,South-East,66,ireo uptown,1.85,0,1,0,1,16.0,Relatively New,19,35.5,1472.1094931168934
8461.0,flat,4,3,3,South,77,emaar mgf palm hills,1.65,0,1,0,0,9.0,Relatively New,23,0.0,1950.1240988062877
6330.0,flat,3,3,3,East,107,mm woodshire,1.32,0,0,0,0,10.0,Relatively New,24,0.0,2085.308056872038
6649.0,flat,2,2,3,North-East,107,mm woodshire,1.02,1,0,0,0,6.0,Relatively New,24,0.0,1534.0652729733795
6153.0,flat,4,5,3,North-East,109,sbtl caladium,1.88,0,0,0,0,10.0,Relatively New,25,0.0,3055.4201202665367
9306.0,flat,3,4,3,South,102,conscient heritage max,2.15,1,1,0,0,13.0,Relatively New,22,0.0,2310.3374167203956
11727.0,flat,3,4,2,North,111,puri diplomatic greens,2.58,0,1,0,0,10.0,Mid,23,0.0,2200.0511639805577
13235.0,flat,3,3,2,North-East,111,puri diplomatic greens,2.25,0,0,0,0,12.0,Relatively New,24,0.0,1700.0377786173026
8139.0,flat,3,4,3+,North-East,109,ats tourmaline,1.75,0,1,0,0,9.0,Relatively New,23,0.0,2150.1412949993855
6079.0,flat,2,3,3,East,108,experion the heartsong,0.93,0,0,0,0,10.0,Relatively New,20,0.0,1529.8568843559797
12622.0,flat,3,5,3+,West,112,experion windchants,4.75,0,1,0,0,4.0,Relatively New,8,25.0,3763.2704801140867
8000.0,flat,3,4,3+,North-East,79,bestech altura,1.72,0,1,0,0,5.0,Relatively New,32,23.0,2150.0
2142.777777777778,flat,4,4,3+,North-East,72,tata primanti,6.75,0,1,0,0,0.0,Newly House,30,33.5,31501.166709878144
16000.0,flat,2,2,2,North-East,62,emaar digihomes,2.45,1,0,0,0,7.0,Newly House,30,44.5,1531.25
6934.0,flat,4,5,3+,East,85,ss the leaf,2.2,0,0,0,0,4.0,Relatively New,24,0.5,3172.7718488606865
15648.0,flat,4,4,3+,North-East,72,tata primanti,5.25,0,1,0,0,30.0,Newly House,32,47.5,3355.0613496932515
11363.0,flat,4,4,3+,North-East,72,tata primanti,5.0,1,1,0,0,2.0,Newly House,32,59.0,4400.246413799173
11111.0,flat,4,4,3+,North-East,72,tata primanti,5.0,1,1,1,1,2.0,Mid,30,49.5,4500.045000450004
16363.0,flat,3,4,3+,North-West,113,la vida by tata housing,2.7,0,1,0,0,4.0,Relatively New,9,28.5,1650.064169162134
10323.0,flat,4,4,3+,North-East,48,bestech park view city,2.65,1,1,0,0,11.0,Mid,32,52.0,2567.0832122445026
11956.0,flat,2,2,2,East,22,ambience creacions,1.65,0,0,1,1,9.0,Relatively New,24,46.0,1380.0602208096354
13709.0,flat,3,3,3,North-East,22,ambience creacions,2.55,0,0,0,1,8.0,Relatively New,23,50.5,1860.0919104238092
13709.0,flat,3,3,3,North-East,22,ambience creacions,2.55,0,0,0,0,5.0,Relatively New,9,50.5,1860.0919104238092
13915.0,flat,3,4,3+,South-West,22,ambience creacions,4.3,0,1,0,1,6.0,Relatively New,22,53.5,3090.190441969098
8457.0,flat,4,4,2,South-West,69,tulip violet,1.7,1,1,1,0,10.0,Relatively New,32,18.5,2010.1690906940996
1932.3333333333333,flat,2,2,2,South-East,22,ambience creacions,2.4,0,0,0,1,8.0,Relatively New,22,29.5,12420.217353803691
5513.0,flat,2,3,3+,North-West,37C,imperia the esfera,0.87,1,0,0,0,5.0,Relatively New,21,0.0,1578.0881552693634
