area,property_type,bedRoom,bathroom,balcony,facing,sector,society_name,Price,Study_room,Servant_room,Pooja_room,Other,floor,age,feature_score,furnish_score,rate
3571,flat,2,2,2,East,Ashok Vihar Phase,pooja apartment,0.25,0,0,0,0,2.0,Relatively New,0,12.0,700.0840100812097
7846,flat,3,2,3+,,Sohna,signature global park,0.95,0,0,0,0,1.0,Relatively New,14,0.0,1210.8080550599032
7297,flat,4,4,3+,East,Sector 90,dlf new town heights,1.99,0,1,1,0,9.0,Relatively New,22,25.5,2727.1481430724957
7581,flat,2,2,2,West,Sector 106,paras dews,1.05,0,0,0,0,5.0,Newly House,23,17.5,1385.0415512465374
10005,flat,3,3,3+,,Sector 85,godrej air,1.83,0,0,0,0,18.0,Under Construction,20,4.5,1829.0854572713642
10714,flat,3,3,3+,East,Sector 82A,dlf the primus,2.25,0,1,0,0,29.0,Relatively New,17,52.5,2100.056001493373
16969,flat,3,3,3+,,Sector 65,emaar mgf emerald floors premier,2.8,1,1,0,0,3.0,Relatively New,16,11.5,1650.06777064058
14545,flat,2,2,2,North,Dlf Phase,dlf regency park,1.6,0,0,0,0,3.0,Relatively New,18,9.5,1100.0343760742524
5424,flat,2,2,3,North-East,Sector 79,supertech araville,0.83,1,0,0,0,5.0,Newly House,9,33.5,1530.2359882005899
7410,flat,3,2,2,,Sohna,signature global park,0.83,0,0,0,0,1.0,Newly House,10,0.0,1120.1079622132254
6400,flat,2,3,2,,Sector 10A,maxworth city residences,0.8,0,0,0,0,9.0,Newly House,14,3.0,1250.0
4715,flat,4,4,3+,,Sector 1A,deepak minda,1.25,0,0,0,0,6.0,Mid,8,21.5,2651.1134676564157
5000,flat,1,1,1,South,Block A Surya Vihar,shree shyam residency,0.23,0,0,0,0,2.0,Relatively New,2,7.5,460.0
6666,flat,1,1,1,,Sector 84,pivotal devaan,0.3,0,0,0,0,14.0,Newly House,2,11.0,450.04500450045003
9872,flat,3,4,1,South,Sector 33,unitech the residences,1.55,0,1,0,0,1.0,Relatively New,7,16.5,1570.0972447325769
6594,flat,2,2,2,South-East,Sector 71,chd avenue,0.79,0,0,0,1,8.0,Relatively New,0,9.0,1198.0588413709434
5555,flat,2,2,2,,Sector-7,gokuldham society bahadurgarh,0.5,0,0,0,0,2.0,Mid,0,3.0,900.0900090009001
7000,flat,2,2,3,,Sohna,silverglades the melia,1.01,1,0,0,0,12.0,Under Construction,23,8.5,1442.857142857143
5007,flat,4,5,3+,,Sector 92,sare crescent parc royal greens phase,0.95,0,1,0,0,4.0,Mid,7,0.0,1897.3437187936888
7857,flat,2,2,2,North,Sector 77,umang winter hills,0.99,0,0,0,0,1.0,Relatively New,22,0.5,1260.0229095074455
6376,flat,3,3,3+,East,Sector 37D,ramprastha skyz,1.1,0,0,0,0,7.0,Under Construction,25,0.0,1725.219573400251
8863,flat,4,4,3,,Sector 67A,s aradhya homes,1.9,0,0,0,0,3.0,Newly House,7,25.0,2143.7436533904997
4320,flat,3,3,3+,North,Sector 37C,ild greens,1.0,0,0,0,0,5.0,Under Construction,14,0.0,2314.814814814815
11111,flat,3,3,3,,Sector 57,bptp freedom park life,2.5,0,0,0,0,9.0,Mid,0,0.0,2250.022500225002
10410,flat,2,2,2,,Sector 3,godrej habitat,1.1,0,0,0,0,14.0,Under Construction,0,0.0,1056.6762728146014
5178,flat,2,2,2,,Sector 95,ramsons kshitij,0.29,0,0,0,0,14.0,Relatively New,14,0.0,560.0617999227501
5556,flat,2,2,3,North-East,Sector 95,sidhartha ncr one,0.55,0,0,0,0,15.0,undefined,0,0.5,989.9208063354931
4744,flat,3,2,3,North-East,Sector 92,raheja sampada,0.65,0,0,0,0,6.0,Relatively New,9,0.0,1370.1517706576728
9406,flat,2,2,2,,Sohna,signature the serenas,0.5,0,0,0,0,6.0,Newly House,7,0.0,531.5755900489049
5521,flat,2,2,1,,Sector 99A,pareena laxmi apartments,0.3175,0,0,0,0,2.0,Newly House,15,0.0,575.0769788081869
6404,flat,2,3,3,East,Sector 103,satya the hermitage,0.93,0,1,0,0,3.0,Relatively New,21,21.5,1452.2173641474078
8432,flat,3,3,2,North-East,Sector 89,smart world gems,1.2,0,0,0,0,2.0,Under Construction,8,0.0,1423.1499051233397
4687,flat,2,2,2,,Sohna,gls arawali homes,0.3,0,0,0,0,4.0,Relatively New,12,10.5,640.0682739492213
6812,flat,2,2,3,South,Sohna,signature global park,0.56,0,0,0,0,3.0,Newly House,24,0.0,822.0786846741047
12505,flat,3,4,3+,,Sector 49,bestech park view city,2.7,0,0,0,0,6.0,Mid,0,0.0,2159.1363454618154
5128,flat,3,4,3,North-East,Sector 90,shree vardhman flora,1.0,0,1,0,0,8.0,Newly House,23,0.0,1950.0780031201248
11153,flat,3,2,2,North,Sector 30,afnhb jalvayu vihar,1.45,0,0,0,0,2.0,Old,18,35.0,1300.0986281717924
8784,flat,3,3,No,,Sector 89,mm soulitude,1.25,0,0,0,0,4.0,undefined,0,0.0,1423.0418943533698
79,flat,2,2,1,,Sector 86,pyramid elite,0.46,0,0,0,0,0.0,Under Construction,5,0.0,58227.84810126582
10599,flat,5,5,3+,,Sector 66,emaar mgf palm terraces,4.5,0,1,0,0,11.0,Newly House,24,34.0,4245.683555052364
6500,flat,2,2,1,,Sector 15,anamika enclave,0.64,0,0,0,0,1.0,Newly House,0,2.0,984.6153846153846
3768,flat,2,2,1,East,Sohna,hcbs sports ville,0.28,0,0,0,0,11.0,Relatively New,7,0.0,743.099787685775
17200,flat,3,4,3+,East,Sector 61,puri the aravallis,3.87,0,1,0,0,21.0,Under Construction,17,4.5,2250.0
6338,flat,3,3,1,,Sector 109,brisk lumbini terrace homes,1.38,0,0,0,0,4.0,Mid,3,0.0,2177.3430104133795
6615,flat,2,2,1,,Laxman Vihar,huda ashok vihar phase,0.43,0,0,0,0,2.0,Relatively New,3,4.5,650.0377928949357
3166,flat,2,1,1,,New Palam Vihar,my home,0.285,0,0,0,1,2.0,Relatively New,3,12.5,900.1895135818065
9838,flat,2,2,2,South,Sector 37D,signature global city,1.1,0,0,0,0,4.0,undefined,0,0.5,1118.1134376905875
13957,flat,2,2,2,,Sector 65,mm heights,2.0,0,0,0,0,32.0,undefined,0,0.0,1432.9727018700294
8035,flat,3,2,2,South,Sohna,signature global park,0.9,0,0,0,0,2.0,Under Construction,25,0.0,1120.099564405725
8036,flat,3,2,No,,Sohna,signature global park,0.9,0,0,0,0,2.0,Under Construction,0,0.0,1119.9601791936286
8768,flat,3,3,No,,Sector-33,godrej nature plus,1.75,0,0,0,0,2.0,undefined,0,0.0,1995.8941605839416
8611,flat,2,2,2,,Sector 68,supertech hues,0.93,0,0,0,0,11.0,undefined,0,0.5,1080.013935663686
6600,flat,4,4,3+,,Sector 90,dlf new town heights,1.8,0,0,0,0,23.0,Mid,0,0.0,2727.2727272727275
11738,flat,3,3,2,,Sector-33,central park flower valley aqua front towers,2.1,0,0,0,0,6.0,Under Construction,14,0.0,1789.061168853297
14492,flat,2,2,2,East,Sector 22,ambience creacions,2.0,0,0,0,0,9.0,Relatively New,9,18.5,1380.071763731714
12800,flat,3,3,2,North,Sector 63A,signature global city a,2.0,0,0,0,0,1.0,Under Construction,7,3.0,1562.5
7800,flat,3,3,3,,Sector 88A,godrej oasis,1.29,1,0,0,1,5.0,Newly House,20,0.0,1653.8461538461538
15590,flat,3,3,3,South,Sector 65,mm skycity,2.85,0,0,0,0,43.0,Under Construction,23,8.5,1828.094932649134
5641,flat,3,3,3,,Sector 79,supertech araville,1.1,0,0,0,0,1.0,Relatively New,16,21.0,1950.0088636766532
13750,flat,2,2,2,,Sector 61,smart world orchard,1.65,1,0,0,0,1.0,Under Construction,12,0.0,1200.0
7407,flat,1,1,2,North,Sohna,hcbs sports ville,0.24,0,0,0,0,1.0,Newly House,18,0.0,324.0178209801539
10500,flat,3,4,3+,,Sector 77,emaar palm premier,2.1,0,1,0,0,11.0,Newly House,26,18.0,2000.0
9849,flat,3,3,3+,,Sector-33,godrej nature plus,1.9,0,1,0,0,14.0,Under Construction,20,0.0,1929.1298608995837
11482,flat,2,2,3,,Sector 79,godrej aria,1.1,0,0,0,0,9.0,Newly House,0,0.0,958.0212506531963
4500,flat,2,2,1,,Sector 95,ramsons kshitij,0.315,0,0,0,1,8.0,Relatively New,7,32.5,700.0
17617,flat,1,1,2,,Sector 109,conscient one,1.7,0,0,0,0,9.0,undefined,0,3.5,964.9770108418005
6106,flat,2,2,2,,Sector 99A,pareena laxmi apartments,0.32,0,0,0,0,2.0,Newly House,16,0.0,524.0746806419914
7739,flat,2,2,1,,Sector 86,pyramid elite,0.45,0,0,0,0,4.0,Under Construction,16,0.0,581.4704742214757
10018,flat,1,2,2,,Sector 78,raheja revanta,1.2,0,0,0,0,32.0,Under Construction,15,0.0,1197.8438810141745
16030,flat,2,2,2,,Sector 65,mm skycity,2.1,0,0,0,0,43.0,Under Construction,26,0.0,1310.0436681222707
7,flat,2,2,2,South-West,Sector 95A,signature the roselia,0.45,0,0,0,0,2.0,Newly House,15,0.0,642857.1428571428
5600,flat,2,2,1,,Laxman Vihar,not applicable,0.42,0,0,0,0,3.0,Relatively New,5,26.0,750.0
9955,flat,3,2,3+,East,Sector-33,godrej nature plus,1.55,0,0,0,0,8.0,Under Construction,8,0.0,1557.00652938222
9027,flat,3,3,2,,Dwarka Expressway Gurgaon,ramprastha city,1.3,0,0,0,0,3.0,Under Construction,0,0.0,1440.1240722277612
10589,flat,4,4,3+,East,Sector 113,smartworld dxp,2.75,1,1,1,0,20.0,Under Construction,11,19.0,2597.0346586079895
6443,flat,3,3,3+,North-East,Sector 103,ansal housing highland park,1.25,0,0,1,0,2.0,Newly House,23,0.0,1940.0900201769362
7407,flat,3,2,2,,Sector 63A,czar mahira homes a,0.42,0,0,0,0,-1.0,undefined,0,0.0,567.0311867152693
6420,flat,2,2,1,North-East,Sohna,breez global heights,0.4,0,0,0,0,4.0,Newly House,9,0.0,623.0529595015577
5405,flat,2,2,1,,Sohna,trisara our homes,0.34,0,0,0,0,0.0,Newly House,0,0.0,629.0471785383904
8784,flat,3,3,3,East,Sector 89,mm soulitude,1.25,1,0,0,1,3.0,Under Construction,0,0.0,1423.0418943533698
12744,flat,3,3,3,North-East,Sector 77,emaar mgf palm hills,1.5,0,0,0,0,4.0,Relatively New,22,61.5,1177.0244821092278
9285,flat,3,3,2,,Dwarka Expressway Gurgaon,ramprastha city,1.3,0,0,0,0,3.0,Under Construction,0,0.0,1400.1077005923532
8000,flat,3,3,3,,Sector 99A,pareena coban residences,1.6,0,0,0,0,6.0,Under Construction,0,0.0,2000.0
11755,flat,2,2,2,,Sector 113,la vida by tata housing,1.5,0,0,0,0,13.0,Newly House,0,0.0,1276.0527435133986
11755,flat,2,2,2,,Sector 113,la vida by tata housing,1.5,0,0,0,0,13.0,Newly House,16,0.0,1276.0527435133986
7149,flat,2,2,No,,Sector 104,godrej summit premia towers,0.9,0,0,0,0,16.0,undefined,0,0.0,1258.917331095258
9146,flat,4,4,3,,Sector 52,ardee city,1.5,0,0,0,0,3.0,Old,20,14.0,1640.0612289525475
13115,flat,1,1,No,,Sector 67,mm one key resiments,0.8,0,0,0,0,0.0,undefined,0,0.0,609.9885627144491
7396,flat,3,2,1,,Sector 86,ansal heights,1.25,0,0,0,0,11.0,Newly House,16,0.0,1690.1027582477016
5397,flat,2,2,1,,Sohna,mvn athens,0.26,0,0,0,0,2.0,Relatively New,5,10.5,481.7491198814156
7909,flat,2,2,1,,Sohna,signature the serenas,0.42,0,0,0,0,12.0,Newly House,13,19.0,531.0405866734101
12920,flat,3,3,2,,Sushant Lok Phase,sushant lok builder floors,2.5,0,0,0,0,2.0,Newly House,0,0.0,1934.984520123839
4615,flat,3,3,2,,Sector 78,umang monsoon breeze,0.9,0,1,1,0,1.0,Mid,21,6.0,1950.1625135427953
7106,flat,2,2,1,East,Sector 92,gls avenue,0.42,1,0,1,0,4.0,Relatively New,8,12.0,591.049817056009
7692,flat,2,2,1,,Sector 107,signature global solera,0.5,0,0,0,0,11.0,Relatively New,0,0.0,650.0260010400416
5883,flat,2,2,3,,Sector 79,supertech araville,0.9,1,0,0,0,5.0,Relatively New,15,0.0,1529.8317185109638
6806,flat,3,3,3+,South-West,Sector 89,greenopolis,1.3,0,1,0,0,1.0,Newly House,7,0.0,1910.079341757273
9502,flat,3,3,3,,Sector-33,central park flower valley aqua front towers,1.7,0,0,0,0,12.0,Under Construction,14,9.5,1789.0970322037465
6200,flat,4,3,No,,Sector 92,sare homes,1.25,0,0,0,0,16.0,Under Construction,9,0.0,2016.1290322580646
6700,flat,4,4,3,East,Sector 82A,vatika sovereign next sector a gurgaon,2.91,1,1,0,0,6.0,Under Construction,19,13.5,4343.2835820895525
5750,flat,3,4,2,,Sector 12A,bhagwati sadan,1.15,1,1,0,1,2.0,Old,5,12.0,2000.0
12526,flat,3,3,3,East,Sector 89,smart world gems,1.2,0,0,1,0,3.0,Under Construction,27,3.5,958.0073447229762
12244,flat,2,2,3,,Sohna Road,micasa sec,1.5,0,0,0,0,11.0,Newly House,8,1.0,1225.0898399215941
7424,flat,3,3,3+,East,Sohna,eldeco accolade,1.3,0,0,0,0,10.0,Relatively New,9,0.0,1751.0775862068965
10361,flat,3,3,3,,Sector 104,hero homes,1.75,0,0,0,0,2.0,Under Construction,14,0.0,1689.0261557764695
6470,flat,2,2,1,West,Ashok Vihar Phase,shyam sadan,0.55,1,0,0,0,4.0,Relatively New,9,24.0,850.0772797527048
13600,flat,3,3,3,,Sector 65,mm heights,2.5,0,0,0,0,19.0,Under Construction,0,0.0,1838.235294117647
5308,flat,2,2,1,,Rajiv Colony,hanumanta apartment,0.43,0,0,0,0,1.0,Mid,1,0.0,810.0979653353429
5556,flat,3,2,3,,Sector 2,supertech hilltown,0.8,0,0,0,0,8.0,undefined,0,0.0,1439.8848092152627
4500,flat,3,3,2,,Garauli Kalan,ashiyara,0.45,0,0,0,0,18.0,Under Construction,0,0.0,1000.0
4666,flat,2,2,1,West,Sector 108,raheja vedaanta,0.7,0,0,0,0,10.0,Mid,0,0.0,1500.2143163309045
14444,flat,4,3,3,,Sector 37D,bptp terra,1.95,0,0,0,0,7.0,Under Construction,0,2.0,1350.0415397396844
7188,flat,2,2,1,,Sector 90,green court,0.45,0,0,0,0,2.0,Newly House,8,13.5,626.0434056761269
10828,flat,3,2,3,,Sector 79,mm golf hills phase,1.7,0,0,0,0,10.0,undefined,0,0.5,1570.003694126339
6111,flat,3,2,3,,Bhawani Enclave,abhinav group housing society,1.1,0,0,0,0,5.0,Old,9,0.0,1800.0327278677794
9615,flat,2,2,1,,Sector 86,pyramid urban homes,0.5,0,0,0,0,10.0,Relatively New,4,0.0,520.0208008320333
15000,flat,3,3,3,North-East,Sector 65,mm heights,2.8,0,0,0,0,20.0,Under Construction,21,0.0,1866.6666666666667
15664,flat,3,2,3+,,Sector-33,godrej nature plus,1.45,1,0,0,0,20.0,Under Construction,28,0.0,925.6894790602656
13496,flat,3,3,2,,Sector 61,smart world orchard,2.2,0,0,0,0,3.0,Under Construction,10,0.0,1630.1126259632483
9463,flat,2,2,2,South,Sohna,ashiana anmol,0.9,0,0,0,0,13.0,Relatively New,24,37.0,951.0725985416886
7782,flat,2,2,2,East,Sector 95A,signature signum a,0.4,0,0,0,0,3.0,Newly House,8,18.5,514.0066820868672
7780,flat,3,3,3+,,Sector 77,umang winter hills,1.35,0,0,0,0,7.0,Newly House,22,42.0,1735.2185089974294
8043,flat,4,4,No,East,Sector 67A,aardhya homesh,1.85,0,0,0,0,4.0,undefined,0,0.5,2300.136764888723
6578,flat,1,1,1,,Sector 95,rof ananda,0.25,0,0,0,0,4.0,Newly House,0,0.0,380.0547278808148
7963,flat,2,2,3,,Sector 89,smart world gems,0.88,1,0,0,0,2.0,Under Construction,8,0.0,1105.111139017958
6593,flat,2,2,2,,Sector 99,assotech blith,1.15,0,0,0,1,2.0,Newly House,19,22.5,1744.2742302441984
