area,property_type,bedRoom,bathroom,balcony,facing,sector,society_name,Price,Study_room,Servant_room,Pooja_room,Other,floor,age,feature_score,furnish_score,rate
5674,flat,2,2,2,West,Sector 107,signature global solera,0.2775,0,0,0,0,6.0,Relatively New,13,0.0,489.07296439901313
8839,flat,3,3,3,North-East,Sector 77,emaar palm heights,1.79,0,1,0,0,1.0,Newly House,9,21.5,2025.1159633442696
7948,flat,4,4,3+,North-East,Sector 77,emaar mgf palm hills,1.55,1,1,0,0,2.0,Relatively New,9,30.5,1950.1761449421238
8035,flat,3,3,3+,North-East,Sector 86,dlf the skycourt,1.55,0,0,0,1,12.0,Relatively New,30,41.5,1929.0603609209707
16750,flat,3,4,3+,North-East,Sector 113,la vida by tata housing,3.35,1,1,0,0,12.0,Newly House,30,6.0,2000.0
16470,flat,3,4,3,North,Sector 66,emaar mgf the palm drive,3.5,0,1,0,0,6.0,Relatively New,19,19.0,2125.075895567699
16580,flat,3,4,3+,North-East,Sector 53,parsvnath exotica,4.8,0,1,1,1,8.0,Relatively New,30,53.5,2895.0542822677926
8108,flat,3,3,3+,West,Sector 54,shree arihant apartment,1.5,0,0,1,0,4.0,Mid,14,18.5,1850.02466699556
10334,flat,3,4,3+,North-East,Sector 113,la vida by tata housing,2.78,0,1,0,0,5.0,Relatively New,30,1.5,2690.1490226437
9266,flat,4,4,3+,South-West,Sector 110,mahindra aura,2.25,0,1,0,0,2.0,Relatively New,29,0.0,2428.232246924239
11860,flat,3,3,3,North-East,Sector 70A,aipl the peaceful homes,2.55,0,1,1,1,20.0,Newly House,27,30.0,2150.0843170320404
7812,flat,4,4,3,South-West,Sector 83,vatika gurgaon,1.25,0,1,0,0,12.0,Mid,21,12.5,1600.1024065540194
8947,flat,2,2,2,West,Sector 83,vatika gurgaon,0.85,0,0,1,0,18.0,Mid,24,16.5,950.0391192578518
9051,flat,4,5,3+,North-East,Gwal Pahari,krrish provence estate,5.25,1,1,1,0,2.0,Newly House,9,0.0,5800.46403712297
9622,flat,2,4,2,East,Sector 79,godrej aria,1.3,0,0,0,0,3.0,Relatively New,19,0.0,1351.0704635210975
7142,flat,3,2,2,East,Sector 92,sare green parc phase,0.75,0,0,0,0,3.0,Newly House,25,0.0,1050.1260151218146
13528,flat,3,4,3+,North,Sector 67,ireo victory valley,3.65,0,1,1,0,18.0,Relatively New,18,30.5,2698.1076286221173
5683,flat,4,4,3+,South,Sector 90,dlf new town heights,1.65,0,0,0,0,7.0,Mid,22,0.0,2903.3960936125286
6476,flat,3,3,3+,South-East,Sector 90,dlf new town heights,1.25,0,1,1,0,17.0,Relatively New,17,0.0,1930.2038295243979
4864,flat,4,4,3+,East,Sector 90,dlf new town heights,1.42,0,1,0,0,8.0,Mid,12,0.0,2919.407894736842
5499,flat,3,3,3+,South-West,Sector 90,dlf regal gardens,1.27,0,0,0,1,2.0,Relatively New,18,0.0,2309.510820149118
7449,flat,4,4,3+,East,Sector 90,dlf regal gardens,1.65,0,0,0,1,8.0,Relatively New,19,0.0,2215.0624244865085
7065,flat,3,3,3+,South,Sector 90,dlf regal gardens,1.24,0,0,0,1,9.0,Relatively New,18,0.0,1755.1309271054495
9980,flat,3,3,3+,South,Nirvana Country,the close north,2.7,0,1,0,0,3.0,Mid,25,0.5,2705.4108216432865
9036,flat,3,3,3+,North-East,Sector 37D,bptp terra,1.98,1,0,0,0,12.0,Newly House,9,25.0,2191.235059760956
13888,flat,2,2,3,East,Sector 112,experion windchants,2.5,1,0,1,0,10.0,Relatively New,30,25.5,1800.115207373272
13878,flat,3,4,3+,West,Sector 65,emaar mgf emerald floors premier,2.29,1,1,0,0,2.0,Relatively New,32,31.5,1650.093673439977
14557,flat,3,3,3,North,Sector 67,mm merlin,2.98,0,0,0,1,0.0,Relatively New,9,52.5,2047.1250944562753
12325,flat,3,3,3,South-West,Sector 83,emaar palm gardens,1.35,0,1,0,0,7.0,Relatively New,12,0.0,1095.3346855983773
9133,flat,3,3,3+,North-East,Sector 56,shri banke bihari society,1.37,0,0,0,1,2.0,Old,30,0.0,1500.054746523596
7750,flat,3,3,3+,North,Sector 56,kiran residency,1.55,0,1,1,1,5.0,Old,27,0.0,2000.0
13281,flat,3,4,3+,North-East,Dlf Phase,ambience lagoon,4.25,0,1,1,0,3.0,Old,29,45.5,3200.06023642798
6819,flat,3,3,3,North,Sector 82,vatika the seven lamps,1.28,1,0,0,0,3.0,Relatively New,31,26.5,1877.1080803636896
17285,flat,3,3,3,North-East,Sector 102,shapoorji pallonji joyville gurugram,1.95,0,0,0,0,12.0,Newly House,17,15.0,1128.1457911483947
8834,flat,3,4,3+,North-East,Sector 81,bestech park view grand spa,2.35,0,1,0,0,6.0,Relatively New,26,49.5,2660.176590446004
18518,flat,3,3,3+,North-East,Sector 65,mm golfestate,5.0,0,1,1,0,28.0,Relatively New,29,39.0,2700.075602116859
5500,flat,3,3,1,North-East,Sector 37C,imperia the esfera,0.99,0,1,0,0,10.0,Newly House,9,4.0,1800.0
7150,flat,4,4,3+,North-East,Sector 90,dlf new town heights,1.95,0,1,0,0,24.0,Relatively New,32,5.0,2727.2727272727275
12222,flat,4,5,3+,North-East,Sector 81,bestech park view grand spa,3.3,1,1,0,0,4.0,Relatively New,30,19.0,2700.049091801669
13929,flat,4,4,3+,West,Sector 67,ireo victory valley,4.75,1,1,1,0,0.0,Relatively New,30,45.5,3410.151482518487
12500,flat,2,2,3,North-East,Sector 74,mm skywalk,1.5,0,0,0,0,17.0,Relatively New,30,0.0,1200.0
6514,flat,4,4,3+,South-West,Sector 90,dlf new town heights,1.54,0,1,1,0,12.0,Mid,26,19.5,2364.1387780165796
6580,flat,3,4,3,South-West,Sector 86,dlf new town heights,1.27,0,1,1,0,19.0,Relatively New,27,0.0,1930.0911854103344
6708,flat,3,3,3,North,Sector 90,dlf regal gardens,1.17,0,0,0,0,15.0,Relatively New,30,38.0,1744.1860465116279
13846,flat,3,3,3+,North-East,Sector 82A,dlf the primus,1.8,0,1,0,0,10.0,Relatively New,30,43.0,1300.01444460494
5878,flat,2,2,3,East,Sector 103,ansal housing highland park,0.8,0,0,1,0,3.0,Newly House,32,9.0,1361.0071452875127
9909,flat,3,3,3+,South,Sector 48,bestech park view city,1.76,0,1,1,0,9.0,Mid,28,28.5,1776.1630840649914
13875,flat,3,4,3+,East,Sector 102,conscient heritage max,2.22,1,1,0,0,15.0,Relatively New,20,19.0,1600.0000000000002
12400,flat,2,2,3+,South,Dlf Phase,dlf regency park,1.24,0,0,1,0,19.0,Mid,28,23.5,1000.0
7146,flat,2,2,3,North-East,Sector 79,godrej,1.12,1,0,0,0,6.0,Relatively New,9,0.0,1567.3103834312906
14074,flat,3,4,3,,Sector 102,adani mk oyster grande,1.9,0,1,0,0,21.0,Relatively New,17,3.0,1350.0071053005543
11739,flat,2,2,2,East,Dlf Phase,dlf regency park,1.35,0,0,0,0,14.0,Old,16,0.0,1150.0127779197546
10596,flat,3,3,3,East,Sector 109,ats kocoon,2.22,0,1,0,1,20.0,Relatively New,18,0.5,2095.130237825595
7014,flat,2,3,3,East,Sector 108,experion the heartsong,0.9,0,1,0,1,7.0,Relatively New,18,11.5,1283.147989734816
8139,flat,3,4,3+,North,Sector 109,ats tourmaline,1.75,0,1,0,1,2.0,Relatively New,17,0.0,2150.1412949993855
5825,flat,2,2,2,North-West,Sector 85,orris aster court,0.6698999999999999,0,0,0,1,5.0,Relatively New,30,22.5,1150.0429184549355
12110,flat,3,3,3+,South,Sector 67,ireo victory valley,2.95,0,1,1,0,14.0,Mid,30,42.5,2436.0033030553263
14623,flat,3,3,3+,South,Sector 61,pioneer park,2.04,0,1,0,0,16.0,Mid,28,37.5,1395.062572659509
6523,flat,4,4,3,West,Sector 84,alpha corp gurgaonone,2.24,0,1,0,0,12.0,Relatively New,5,0.0,3434.002759466504
8100,flat,2,2,3+,North-West,Sector 88A,godrej icon,1.31,1,0,0,0,3.0,Relatively New,23,0.0,1617.283950617284
21013,flat,3,3,3,South-East,Sector 65,emaar mgf emerald estate,1.7,1,0,0,0,7.0,Relatively New,24,17.5,809.0229857707134
7437,flat,3,3,2,South,Sector 83,vatika gurgaon,1.19,0,1,0,0,10.0,Relatively New,7,22.0,1600.107570256824
11666,flat,3,3,3+,South-West,Sector 77,emaar palm heights,1.75,0,1,0,0,11.0,Relatively New,18,0.0,1500.0857191839534
6455,flat,3,3,2,South,Sector 83,vatika gurgaon,1.12,0,0,0,0,17.0,Mid,25,19.5,1735.0890782339275
4022,flat,3,3,3+,East,Sector 1A,green campus chs,0.92,0,1,0,0,8.0,Mid,1,0.0,2287.4191944306317
3935,flat,3,3,3+,North-East,Sector 1A,green campus chs,0.9,0,1,0,0,6.0,Mid,2,0.0,2287.166454891995
9387,flat,3,4,3+,North-East,Sector 104,puri emerald bay,2.3,0,1,0,0,10.0,Mid,22,0.0,2450.1970810695643
9117,flat,2,3,3,North-East,Sector 104,puri emerald bay,1.58,0,1,0,0,11.0,Relatively New,22,0.0,1733.0262147636283
10953,flat,5,5,3+,East,Sector 110,indiabulls enigma,4.25,0,1,0,0,4.0,Relatively New,24,0.0,3880.2154660823517
11052,flat,3,4,3+,East,Sector 92,bestech park view sanskruti,1.68,0,1,0,0,15.0,Relatively New,30,46.0,1520.086862106406
14536,flat,4,4,3+,South,Sector 67,ireo victory valley,4.55,0,1,0,0,19.0,Relatively New,28,47.5,3130.1596037424324
12127,flat,4,4,3+,South,Sector 67,bestech park view spa next,2.85,0,1,1,0,5.0,Mid,28,48.0,2350.1278139688297
12144,flat,3,4,3+,South-West,Sector 67,bestech park view spa next,2.35,0,1,0,0,14.0,Mid,28,40.0,1935.1119894598155
10994,flat,3,4,3+,East,Sector 81,dlf the ultima,2.3,0,1,0,0,6.0,Newly House,30,58.0,2092.050209205021
10761,flat,3,4,3+,West,Sector 81,dlf the ultima,2.26,0,1,0,0,17.0,Newly House,32,55.0,2100.1765635164015
15469,flat,3,4,3,West,Sector 22,ambience creacions,4.78,0,1,0,1,7.0,Relatively New,21,33.5,3090.051069881699
8333,flat,4,5,3+,North-East,Sector 70,tulip ivory,2.0,0,1,0,0,7.0,Mid,32,28.0,2400.0960038401536
13392,flat,4,4,3,North,Sector 60,ireo skyon,3.75,0,1,0,0,12.0,Relatively New,9,44.0,2800.179211469534
20533,flat,4,5,3+,South-East,Sector 22,ambience creacions,6.16,0,1,1,0,10.0,Newly House,9,31.5,3000.0487020893197
24211,flat,3,3,3,North-East,Sector 65,mm golfestate,5.3,0,1,0,0,38.0,Mid,9,55.5,2189.087604807732
5588,flat,2,2,2,South,Sector 77,umang winter hills,0.75,0,0,0,0,8.0,Relatively New,24,27.5,1342.1617752326413
8389,flat,3,3,3,South,Sector 79,mapsko mount ville,1.25,1,0,0,0,18.0,Relatively New,25,23.0,1490.0464894504707
8474,flat,3,4,3+,East,Sector 79,godrej,2.0,0,1,0,0,9.0,Relatively New,26,0.0,2360.160490913382
8724,flat,3,3,3,East,Sector 79,mapsko mount ville,1.3,0,0,0,0,19.0,Relatively New,25,23.0,1490.1421366345712
8750,flat,3,4,3,,Sector 39,city heights,1.75,0,1,0,0,3.0,Old,8,44.5,2000.0
6250,flat,5,4,3,East,Sector 39,kw royal court,2.0,0,1,0,0,9.0,Old,9,66.5,3200.0
9128,flat,3,3,3+,North-East,Sector 70,shree vardhman victoria,1.78,0,1,0,1,7.0,Relatively New,9,5.0,1950.0438212094655
7496,flat,2,2,3,South-East,Sector 84,alpha corp gurgaonone,1.15,1,0,0,0,14.0,Relatively New,7,0.0,1534.1515474919956
7857,flat,3,3,3,North-East,Sector 47,cghs airport apartment,1.65,0,0,0,1,1.0,Old,21,25.5,2100.038182512409
6953,flat,1,1,1,South-East,Sector 92,gls avenue,0.21,0,0,0,0,0.0,Relatively New,19,0.0,302.0279016251977
13750,flat,3,4,3+,North-East,Sector 43,kamroon court,2.75,0,1,0,1,5.0,Mid,9,37.0,2000.0
11574,flat,4,4,3+,South-West,Sector 67,bestech park view spa next,2.72,0,1,1,0,0.0,Relatively New,22,49.0,2350.09504060826
11505,flat,3,4,3+,East,Sector 47,unitech uniworld gardens,2.4,0,1,0,0,10.0,Mid,26,10.5,2086.0495436766623
13725,flat,3,3,3,,Sector 72,tata primanti,4.1,0,1,0,0,8.0,Mid,14,6.0,2987.249544626594
6215,flat,3,4,3,South-East,Sector 71,chd avenue,1.12,0,1,0,0,0.0,Mid,19,0.0,1802.0917135961386
4814,flat,2,2,3,North,Sector 90,shree vardhman flora,0.65,1,0,0,0,10.0,Mid,19,19.0,1350.2285002077274
7500,flat,5,6,3+,North-East,Gwal Pahari,krrish provence estate,7.5,0,1,1,1,23.0,Relatively New,9,0.0,10000.0
35483,flat,4,5,3+,North-East,Sector 54,dlf the crest,11.0,1,1,1,0,7.0,Relatively New,9,17.0,3100.076092776823
7403,flat,3,3,3,North-East,Sector 90,dlf regal gardens,1.26,0,0,0,1,6.0,Relatively New,7,39.0,1702.0126975550452
7223,flat,4,4,3+,South-West,Sector 90,dlf regal gardens,1.8,0,0,0,0,7.0,Mid,14,19.5,2492.039318842586
17484,flat,3,3,3,North,Sector 65,mm golfestate,5.9,1,1,0,0,18.0,Relatively New,18,26.0,3374.513841226264
12169,flat,4,4,3+,South-West,Sector 49,bestech park view city,2.9,0,1,0,0,5.0,Mid,25,1.5,2383.1046100747803
8242,flat,3,3,3,East,Sector 86,dlf the skycourt,1.59,0,0,0,1,17.0,Relatively New,29,34.0,1929.143411793254
10365,flat,3,3,3+,South,Sector 81,dlf the ultima,2.21,0,1,0,0,3.0,Relatively New,26,47.0,2132.1755909310177
7789,flat,3,3,3,East,Sector 83,emaar palm gardens,1.48,0,1,0,0,7.0,Relatively New,16,0.0,1900.1155475670819
13343,flat,2,3,3,East,Sector 108,experion the heartsong,0.98,1,0,0,0,4.0,Relatively New,24,18.5,734.4675110544855
14068,flat,3,3,3+,South,Sector 102,shapoorji pallonji joyville gurugram,2.04,0,0,0,0,1.0,Relatively New,20,5.0,1450.0995166334944
5859,flat,4,5,3+,West,Sector 85,orris aster court premier,1.5,0,1,0,0,6.0,Newly House,7,42.5,2560.1638504864313
5820,flat,4,5,3+,East,Sector 85,orris aster court premier,1.49,0,1,0,0,10.0,Relatively New,20,28.0,2560.1374570446737
5660,flat,3,4,2,North-East,Sector 85,orris aster court premier,1.2,0,1,0,0,6.0,Relatively New,7,22.0,2120.141342756184
6254,flat,3,4,3,North,Sector 90,shree vardhman flora,0.86,0,1,0,0,0.0,Relatively New,20,19.5,1375.1199232491206
4531,flat,4,4,3,East,Sector 85,orris carnation residency,0.895,0,0,0,0,8.0,Mid,9,25.5,1975.2813948355772
10178,flat,3,4,3+,North,Sector 95,saan verdante,2.0,0,1,0,0,5.0,Newly House,9,0.0,1965.0225977598743
9203,flat,4,4,2,North-East,Sector 69,tulip violet,1.85,0,0,0,0,14.0,Relatively New,30,23.0,2010.2140606324024
15007,flat,3,4,3,North-East,Sector 104,puri emerald bay,2.65,0,1,0,0,15.0,Relatively New,30,40.5,1765.842606783501
9090,flat,3,3,3,West,Sector 102,emaar gurgaon greens,1.5,0,0,1,0,7.0,Relatively New,32,43.5,1650.1650165016501
10028,flat,3,3,3,North-East,Sector 109,ats kocoon,1.75,0,0,1,0,10.0,Relatively New,9,46.5,1745.1136816912644
8516,flat,2,2,2,North-East,Sector 104,puri emerald bay,1.32,0,0,0,0,10.0,Relatively New,26,14.0,1550.0234852043213
6060,flat,2,2,2,East,Sector 83,vatika city homes,0.8,0,0,0,0,8.0,Mid,12,0.0,1320.1320132013202
6825,flat,3,2,3+,North-East,Sector 108,experion the heartsong,1.2,0,1,1,0,11.0,Relatively New,32,29.0,1758.2417582417581
14987,flat,4,4,3+,West,Sector 62,pioneer urban presidia,6.5,1,0,0,0,3.0,Mid,23,0.0,4337.09214652699
6647,flat,3,4,3+,West,Sector 106,paras dews,1.17,0,1,0,0,12.0,Relatively New,9,0.5,1760.1925680758236
6052,flat,3,4,3,North-West,Sector 106,paras dews,1.15,1,1,0,0,5.0,Relatively New,9,0.5,1900.1982815598149
14090,flat,3,3,3+,,Sector 113,la vida by tata housing,2.48,0,1,0,0,8.0,Newly House,19,6.0,1760.1135557132718
9642,flat,3,3,3+,,Sector 56,shri banke bihari society,1.35,0,0,0,1,4.0,Old,30,23.5,1400.1244555071562
8679,flat,2,2,3,North-East,Sector 103,indiabulls centrum park,1.15,1,0,0,0,10.0,Relatively New,30,25.0,1325.0374467104505
14727,flat,3,4,2,East,Sector 108,sobha city,2.95,0,0,0,0,12.0,Relatively New,9,11.5,2003.123514632987
14418,flat,3,4,3,North,Sector 67,mm merlin,3.4,0,1,0,0,17.0,Relatively New,30,41.0,2358.1634068525454
13671,flat,3,3,3,East,Sector 67,mm merlin,2.8,0,0,0,0,2.0,Relatively New,32,71.5,2048.1310803891447
10262,flat,3,4,3,North,Sector 109,ats kocoon,2.15,0,1,0,0,9.0,Relatively New,22,0.0,2095.108166049503
10224,flat,3,3,3,North-East,Sector 102,shapoorji pallonji joyville gurugram,1.76,0,0,0,0,1.0,Relatively New,19,0.0,1721.4397496087638
11694,flat,4,5,3+,North,Sector 111,puri diplomatic greens,3.45,0,1,0,0,10.0,Relatively New,23,0.0,2950.2308876346847
9850,flat,4,5,3,East,Sector 110,indiabulls enigma,3.3,0,1,0,0,7.0,Relatively New,24,0.0,3350.253807106599
7641,flat,3,4,3+,South-East,Sector 104,ats triumph,1.75,0,1,0,0,11.0,Relatively New,26,0.0,2290.276141866248
8825,flat,4,4,3+,South,Sector 104,ats triumph,2.78,0,1,0,0,11.0,Relatively New,26,0.0,3150.1416430594895
6029,flat,4,6,3+,North-East,Sector 106,paras dews,1.42,0,1,0,0,11.0,Relatively New,28,0.0,2355.282799800962
10545,flat,4,4,3+,North-East,Sector 102,shapoorji pallonji joyville gurugram,2.4,0,0,0,0,15.0,Relatively New,22,0.0,2275.960170697013
8204,flat,4,5,3+,North,Sector 108,experion the heartsong,2.28,0,0,0,0,8.0,Relatively New,24,0.0,2779.1321306679665
13758,flat,2,2,2,East,Sector 108,sobha city,1.9,0,0,0,0,8.0,Relatively New,22,0.0,1381.014682366623
15685,flat,3,3,3,North,Sector 108,sobha city,3.25,0,0,0,0,12.0,Relatively New,23,0.0,2072.043353522474
6286,flat,3,3,3,North,Sector 109,sbtl caladium,1.6,0,1,0,0,9.0,Relatively New,21,0.0,2545.338848234171
6846,flat,4,5,3+,North,Sector 104,ats triumph,4.45,0,0,0,0,27.0,Relatively New,25,0.0,6500.146070698218
6002,flat,2,2,3+,North-East,Sector 107,mm woodshire,0.82,0,0,0,0,7.0,Relatively New,25,0.0,1366.2112629123624
7751,flat,3,2,2,South-East,Sector 107,signature global solera,0.5,0,0,0,1,6.0,Relatively New,5,0.0,645.0780544445878
8062,flat,3,2,2,East,Sector 107,signature global solera,0.52,0,0,0,1,5.0,Relatively New,5,13.0,645.0012403870007
5725,flat,2,2,2,West,Sector 107,signature global solera,0.28,0,0,0,0,6.0,Relatively New,13,0.0,489.0829694323145
5930,flat,2,2,2,East,Sector 107,signature global solera,0.29,0,0,0,0,3.0,Relatively New,13,0.0,489.03878583473863
9238,flat,2,2,3,North-East,Sector 108,experion the heartsong,0.97,0,1,0,0,10.0,Relatively New,28,0.0,1050.0108248538645
5856,flat,2,2,3+,North-East,Sector 107,mm woodshire,0.8,0,0,0,0,7.0,Relatively New,30,16.0,1366.120218579235
14179,flat,3,3,3,North-East,Sector 102,emaar gurgaon greens,1.45,0,1,0,0,10.0,Relatively New,30,0.0,1022.6391141829466
6470,flat,3,2,1,North,Sai Kunj,laxmi apartment,0.55,0,0,0,0,3.0,Relatively New,0,3.5,850.0772797527048
7096,flat,2,2,3,North-East,Sector 99A,pareena coban residences,1.1,1,0,0,0,9.0,Newly House,23,15.0,1550.1691093573845
9433,flat,2,2,2,North,Sector 67A,ireo the corridors,1.4,1,0,0,1,8.0,Relatively New,14,0.0,1484.151383441111
8998,flat,3,3,2,East,Sector 69,tulip violet,1.42,0,0,1,0,8.0,Relatively New,18,35.5,1578.1284729939987
11451,flat,4,5,3+,North-East,Sector 82A,dlf the primus,2.95,0,1,0,0,10.0,Relatively New,30,52.5,2576.1942188455155
10651,flat,2,2,3,North-East,Sector 112,experion windchants,2.6,0,0,0,0,8.0,Relatively New,31,13.5,2441.0853440991455
6242,flat,3,3,3+,North-East,Sector 103,ansal housing highland park,1.1,0,0,0,0,7.0,Newly House,18,0.0,1762.2556872797181
5490,flat,2,2,3+,West,Sector 107,mm woodshire,0.75,0,0,1,0,14.0,Relatively New,32,22.5,1366.120218579235
8922,flat,3,3,3+,West,Sector 107,mm woodshire,1.3,0,0,1,0,4.0,Relatively New,30,35.5,1457.0724052902935
6310,flat,3,4,3+,East,Sector 107,mm woodshire,1.49,0,1,0,0,5.0,Relatively New,32,44.5,2361.3312202852617
10162,flat,2,2,3,South-East,Sector 88A,godrej oasis,1.19,1,0,1,0,15.0,Relatively New,30,28.5,1171.0293249360361
7116,flat,2,2,3,South-East,Sector 88A,godrej oasis,1.15,1,0,1,0,14.0,Relatively New,32,18.0,1616.0764474423834
6655,flat,3,4,3+,North-East,Sector 103,satya the hermitage,0.995,0,1,1,0,2.0,Relatively New,30,17.5,1495.1164537941397
6265,flat,2,2,2,South-East,Sector 83,vatika gurgaon,0.78,1,0,1,0,3.0,Relatively New,32,16.0,1245.0119712689545
5808,flat,3,3,2,South,Sector 83,vatika gurgaon,1.15,1,1,1,0,3.0,Relatively New,31,26.5,1980.0275482093664
4080,flat,3,3,3,North-East,Sector 108,raheja vedaanta,0.8,0,0,1,0,9.0,Relatively New,30,9.5,1960.7843137254902
10237,flat,3,4,3+,East,Sector 102,conscient heritage max,2.2,1,1,0,0,20.0,Relatively New,16,44.0,2149.067109504738
8611,flat,3,3,3,North-East,Sector 54,shree arihant apartment,1.55,0,1,0,0,3.0,Mid,18,25.5,1800.0232261061433
9822,flat,3,3,2,West,Sector 69,tulip violet,1.55,0,0,1,0,0.0,Relatively New,29,26.0,1578.090002036245
6000,flat,3,2,3+,West,Sector 69,tulip white,0.9,0,0,0,0,1.0,Relatively New,31,22.5,1500.0
4308,flat,3,3,3+,East,Manesar,denso haryana housing society,0.9,0,1,0,0,5.0,Mid,3,9.0,2089.136490250696
3953,flat,3,3,3+,North-East,Sector 1,the nav manesar apartment,0.85,0,1,0,0,5.0,Mid,2,0.0,2150.265621047306
12484,flat,3,3,3,North-East,Sector 60,ireo skyon,3.0,0,1,0,0,5.0,Relatively New,30,43.0,2403.0759371996155
15531,flat,2,2,2,North-East,Sector 60,ireo skyon,2.12,0,0,1,0,2.0,Relatively New,30,37.0,1365.01191166055
5762,flat,3,3,3,East,Sector 77,umang winter hills,1.05,0,0,0,0,7.0,Relatively New,9,0.0,1822.283929191253
6852,flat,3,4,3,,Sector 85,ss the leaf,1.65,0,0,1,0,9.0,Newly House,6,0.0,2408.0560420315237
7641,flat,3,3,3,North-West,Sector 84,alpha corp gurgaonone,1.5,0,1,0,0,20.0,Relatively New,7,18.0,1963.0938358853552
14418,flat,3,4,3+,West,Sector 67,mm merlin,3.4,0,1,0,0,16.0,Relatively New,30,46.5,2358.1634068525454
14843,flat,3,4,3+,South,Sector 67,mm merlin,3.5,0,1,0,0,15.0,Relatively New,30,47.5,2358.013878595971
12846,flat,3,4,3+,South,Sector 67,ireo victory valley,3.15,0,1,1,0,15.0,Relatively New,26,54.5,2452.1251751517984
20388,flat,4,4,3,North,Dlf Phase,dlf the icon,5.25,0,1,1,1,9.0,Old,25,17.0,2575.0441436138904
13580,flat,3,3,3+,South-West,Sector 67,mm merlin,2.78,0,0,1,0,4.0,Relatively New,30,47.0,2047.1281296023562
4500,flat,3,3,3,South-West,Sector 92,ansal heights,0.72,0,1,0,0,9.0,Relatively New,9,0.0,1600.0
7750,flat,3,3,3+,East,Sector 56,professors enclave cghs,1.55,0,1,0,0,6.0,Mid,9,21.0,2000.0
12658,flat,3,3,3+,North-East,Sector 43,ansal maple heights,1.5,0,0,0,0,7.0,Old,30,48.5,1185.0213303839469
16266,flat,3,4,2,South-West,Sector 67,ireo victory valley,3.05,1,1,0,0,35.0,Relatively New,29,46.0,1875.0768474117792
21577,flat,3,4,2,North-East,Sector 58,ireo the grand arch,3.83,1,1,0,0,10.0,Relatively New,30,48.0,1775.0382351578069
13636,flat,3,3,2,South,Sector 74,mm skywalk,2.25,0,1,0,0,9.0,Relatively New,30,41.0,1650.0440011733647
7179,flat,4,4,3,North-East,Sector 83,vatika gurgaon,1.4,0,1,0,0,10.0,Relatively New,7,0.0,1950.1323304081347
13383,flat,3,5,3+,South-West,Sector 112,experion windchants,3.75,0,1,0,0,22.0,Relatively New,9,24.0,2802.0623178659494
7641,flat,3,3,3,South-East,Sector 70A,capital residences,1.51,0,1,0,0,7.0,Relatively New,9,21.0,1976.181128124591
11713,flat,3,3,3+,North-East,Sector 48,bestech park view city,2.7,1,1,0,0,7.0,Relatively New,32,38.0,2305.131050969009
12444,flat,4,4,3+,North-East,Sector 113,la vida by tata housing,3.35,1,1,0,0,11.0,Relatively New,32,32.0,2692.060430729669
10714,flat,3,3,2,North-East,Sector 69,tulip violet,1.5,0,0,1,0,8.0,Relatively New,30,21.0,1400.0373343289154
8270,flat,3,4,3+,East,Sector 81,bestech park view grand spa,2.2,0,1,0,0,8.0,Relatively New,32,39.5,2660.217654171705
11218,flat,4,4,3+,South-West,Sector 82A,dlf the primus,2.55,0,0,0,0,14.0,Relatively New,8,57.5,2273.132465680157
7525,flat,2,2,2,North-East,Sector 81,signature global synera,0.45,0,0,0,0,6.0,Relatively New,10,18.0,598.0066445182724
6801,flat,3,3,2,North,Sector 83,vatika gurgaon,1.18,0,0,0,0,14.0,Relatively New,7,0.0,1735.038964858109
6692,flat,2,2,3,West,Sector 84,alpha corp gurgaonone,0.85,0,0,0,0,6.0,Relatively New,7,19.5,1270.1733413030483
7590,flat,3,3,3,South-East,Sector 84,alpha corp gurgaonone,1.49,0,1,0,0,6.0,Relatively New,7,0.0,1963.1093544137022
19174,flat,4,5,3+,South,Sector 53,parsvnath exotica,6.5,1,1,1,0,10.0,Relatively New,30,62.5,3390.007301554188
5207,flat,4,4,3,North,Sector 92,sare homes,1.18,0,1,0,0,8.0,Relatively New,20,0.0,2266.180142116382
5252,flat,3,3,3,North-West,Sector 92,sare homes,0.8,1,0,0,0,7.0,Relatively New,16,18.0,1523.2292460015233
8875,flat,4,4,3,South-West,Sector 83,vatika gurgaon,1.42,1,1,0,0,7.0,Relatively New,21,0.0,1600.0
16666,flat,3,3,3,East,Sector 65,mm golfestate,5.0,0,1,0,0,2.0,Relatively New,30,39.0,3000.120004800192
8916,flat,3,3,1,North,Sector 86,dlf the skycourt,1.72,0,0,0,1,8.0,Relatively New,9,27.5,1929.1161956034096
13928,flat,3,3,3+,North-East,Sector 65,emaar emerald hills,1.95,0,0,0,0,1.0,Newly House,25,33.0,1400.057438253877
5597,flat,3,3,3,North,Sector 83,mapsko paradise,0.75,0,0,0,1,10.0,Newly House,9,18.5,1340.0035733428622
7850,flat,3,3,3+,South-East,Sector 37D,bptp terra,1.72,0,1,0,0,10.0,Relatively New,13,16.5,2191.082802547771
7817,flat,4,5,3+,North-East,Sector 102,adani mk oyster grande,2.5,0,1,1,0,10.0,Relatively New,32,33.0,3198.1578610720226
8395,flat,3,4,3+,North-East,Sector 102,emaar imperial gardens,1.7,0,1,1,0,8.0,Relatively New,32,28.0,2025.0148898153664
8532,flat,2,2,2,East,Nirvana Country,unitech fresco,1.14,0,0,0,1,19.0,Mid,30,38.0,1336.1462728551335
