area,property_type,bedRoom,bathroom,balcony,sector,Price,Study_room,Servant_room,Pooja_room,Other,floor,age,feature_score,furnish_score
9822.0,flat,4,6,3+,69,3.1,0,1,1,0,High Floor,Relatively New,High,Low
8928.0,flat,3,3,1,69,1.4,0,0,1,0,High Floor,Relatively New,High,Low
9125.0,flat,3,3,2,69,1.44,0,0,1,0,Low Floor,Relatively New,High,Low
9664.0,flat,4,5,3+,69,3.05,0,1,0,1,High Floor,Relatively New,Low,Low
8111.0,flat,3,3,2,69,1.28,0,0,1,0,High Floor,Relatively New,Low,Medium
10139.0,flat,3,3,2,69,1.6,0,0,1,0,Low Floor,Relatively New,Low,Low
9452.0,flat,4,4,2,69,1.9,0,0,0,0,Low Floor,Relatively New,Low,Low
10773.0,flat,3,3,2,69,1.7,0,0,1,0,Low Floor,Relatively New,Low,Low
8618.0,flat,3,3,2,69,1.36,0,0,1,0,High Floor,Relatively New,Low,Medium
8972.0,flat,3,3,1,69,1.38,0,0,0,0,High Floor,Relatively New,High,Low
6927.0,flat,3,2,3+,81,1.15,0,0,0,0,High Floor,Relatively New,High,Unfurnished
8928.0,flat,3,3,1,69,1.4,0,0,0,0,High Floor,Relatively New,High,Low
8907.0,flat,3,3,1,69,1.37,0,0,0,0,High Floor,Relatively New,High,Low
8920.0,flat,3,3,1,69,1.4,0,0,1,0,High Floor,Relatively New,High,Low
6190.0,flat,2,2,2,83,0.65,0,0,0,0,Low Floor,Relatively New,High,Medium
5714.0,flat,2,2,2,83,0.6,0,0,0,0,Low Floor,Relatively New,High,Medium
5588.0,flat,2,2,2,77,0.75,0,0,0,0,Mid Floor,Relatively New,High,Medium
6985.0,flat,2,2,2,81,0.95,0,0,0,0,High Floor,Relatively New,High,Medium
6465.0,flat,3,3,3,84,1.24,1,0,0,0,Mid Floor,Relatively New,High,Medium
6206.0,flat,3,3,3+,84,0.9,0,0,0,0,High Floor,Relatively New,High,Unfurnished
8024.0,flat,3,3,3+,79,1.3,0,0,0,0,Low Floor,Relatively New,High,High
6083.0,flat,2,2,3+,84,0.73,1,0,1,0,Mid Floor,Relatively New,High,Unfurnished
6113.0,flat,3,3,3,86,1.26,0,1,0,1,Mid Floor,Mid,High,Unfurnished
6476.0,flat,3,3,3+,90,1.25,0,1,1,0,Mid Floor,Relatively New,High,Unfurnished
6894.0,flat,4,4,3+,90,1.88,0,1,1,0,High Floor,Relatively New,High,Unfurnished
6735.0,flat,3,3,3+,90,1.3,0,1,1,0,Mid Floor,Relatively New,High,High
7321.0,flat,2,2,2,86,0.44,0,0,0,0,Mid Floor,Relatively New,Medium,Medium
4869.0,flat,3,3,3+,84,0.84,0,0,1,0,Mid Floor,Newly House,Medium,Unfurnished
4579.0,flat,3,3,3+,84,0.79,0,0,0,0,Mid Floor,Newly House,Medium,Unfurnished
5443.0,flat,4,5,3+,82,1.38,0,1,0,0,High Floor,Relatively New,Medium,Unfurnished
15195.0,flat,3,3,2,108,2.6,0,0,0,0,High Floor,Newly House,Low,Unfurnished
8445.0,flat,4,4,2,69,1.7,0,0,0,0,Mid Floor,Relatively New,High,Low
8432.0,flat,4,4,2,69,1.7,0,0,0,0,Mid Floor,Newly House,High,Low
8856.0,flat,3,3,2,69,1.4,0,0,1,0,Mid Floor,Relatively New,High,Low
8358.0,flat,4,4,2,69,1.68,0,0,0,0,Mid Floor,Relatively New,High,Low
8457.0,flat,4,4,2,69,1.7,0,0,0,0,Low Floor,Relatively New,High,Low
8840.0,flat,3,3,2,69,1.4,0,0,0,0,Low Floor,Relatively New,High,Low
13333.0,flat,3,3,3,37D,1.2,0,0,0,0,Mid Floor,Relatively New,Medium,Medium
13296.0,flat,2,2,3,79,0.96,0,0,0,0,Mid Floor,Relatively New,Low,Unfurnished
15294.0,flat,2,3,3,86,1.3,1,0,0,0,Mid Floor,Relatively New,Medium,Medium
7547.0,flat,3,3,3,92,1.6,0,1,0,0,Mid Floor,Relatively New,High,High
8446.0,flat,3,4,3,86,1.93,0,1,0,0,High Floor,Relatively New,High,Low
7760.0,flat,3,3,2,92,1.42,0,0,0,0,Mid Floor,Relatively New,High,Medium
10476.0,flat,3,4,3+,81,2.2,0,1,0,0,High Floor,Relatively New,Low,High
6998.0,flat,3,3,1,86,1.35,0,0,0,0,Mid Floor,Relatively New,High,Medium
8707.0,flat,3,4,3,86,1.65,0,1,0,0,Mid Floor,Relatively New,High,Medium
8606.0,flat,3,3,3,48,1.42,0,0,0,0,Low Floor,Mid,High,High
9734.0,flat,3,4,3+,106,1.1,0,1,0,0,Mid Floor,Relatively New,High,Medium
6159.0,flat,3,5,3,99A,1.23,0,1,0,0,Mid Floor,Relatively New,High,Medium
7812.0,flat,3,3,3,92,1.5,0,0,0,1,Mid Floor,Relatively New,Low,Unfurnished
5000.0,flat,2,2,2,90,0.65,1,0,0,0,High Floor,Old,High,Low
4923.0,flat,2,2,3,90,0.64,1,0,0,0,Mid Floor,Old,High,Low
8790.0,flat,3,3,2,37D,1.65,0,0,0,0,High Floor,Relatively New,High,Low
8297.0,flat,2,2,2,37D,1.17,0,0,0,0,Low Floor,Relatively New,High,Low
8006.0,flat,3,3,3,37D,1.45,0,0,0,0,Mid Floor,Relatively New,High,Low
13928.0,flat,3,3,3,102,1.95,0,0,1,0,Mid Floor,Newly House,High,High
10000.0,flat,4,4,3+,81,4.2,0,1,0,0,High Floor,Relatively New,High,High
7769.0,flat,3,4,3,92,1.55,0,1,0,0,Mid Floor,Relatively New,Low,Unfurnished
7714.0,flat,3,4,3,85,1.58,0,1,0,0,Mid Floor,Relatively New,High,Unfurnished
11989.0,flat,3,4,3+,67,2.32,0,1,0,0,High Floor,Mid,Medium,High
8445.0,flat,3,4,3,86,1.25,1,0,0,0,Low Floor,Relatively New,Low,Unfurnished
13480.0,flat,2,2,1,58,2.2,1,0,0,0,Mid Floor,Relatively New,High,Medium
1108.6666666666667,flat,4,6,3+,106,1.4,0,1,0,0,Mid Floor,Relatively New,High,Unfurnished
11605.0,flat,3,3,3,106,1.2,1,0,0,0,High Floor,Relatively New,High,Unfurnished
7360.0,flat,2,2,2,88B,0.92,0,0,1,0,Mid Floor,Relatively New,High,Unfurnished
10656.0,flat,3,4,3,106,1.25,1,1,0,0,High Floor,Relatively New,High,Unfurnished
11061.0,flat,3,4,3+,106,1.25,1,1,0,0,Mid Floor,Relatively New,High,Unfurnished
10578.0,flat,3,3,1,49,1.85,0,0,1,0,Mid Floor,Mid,High,Unfurnished
8622.0,flat,3,3,3,49,1.69,0,0,1,0,Mid Floor,Mid,High,Unfurnished
15901.0,flat,3,3,2,66,3.5,1,0,0,0,Mid Floor,Relatively New,High,Low
15130.0,flat,2,2,2,66,1.51,0,0,1,0,Mid Floor,Relatively New,High,High
7654.0,flat,3,3,3+,48,1.86,0,1,0,0,Mid Floor,Mid,High,Medium
8487.0,flat,3,4,3+,108,1.7,0,1,0,0,High Floor,Relatively New,High,Medium
8554.0,flat,3,3,3+,108,2.0,0,1,0,0,High Floor,Relatively New,High,Medium
6778.0,flat,3,4,3+,104,1.25,0,1,0,1,High Floor,Relatively New,High,Low
5950.0,flat,3,3,3,104,0.98,0,0,0,1,High Floor,Relatively New,High,Unfurnished
5878.0,flat,2,2,3+,104,0.85,1,0,0,0,Mid Floor,Relatively New,High,Low
5910.0,flat,2,2,3,104,0.75,0,0,0,1,Mid Floor,Relatively New,High,Low
6134.0,flat,2,2,1,107,0.3,0,0,0,0,Mid Floor,Relatively New,Medium,Unfurnished
9742.0,flat,3,3,3,109,1.7,0,0,0,0,High Floor,Relatively New,Medium,Low
8000.0,flat,3,3,3+,109,1.4,0,0,0,1,High Floor,Relatively New,Medium,Medium
9843.0,flat,3,3,2,67A,1.7,0,1,0,1,Mid Floor,Newly House,Low,Medium
4615.0,flat,3,4,3,90,0.9,0,1,0,0,Mid Floor,Relatively New,High,Unfurnished
4854.0,flat,4,4,3,90,1.25,1,0,1,0,Mid Floor,Relatively New,High,Unfurnished
4814.0,flat,2,2,3,90,0.65,1,0,0,0,Mid Floor,Relatively New,High,Unfurnished
4615.0,flat,3,4,3,90,0.9,0,1,0,0,Mid Floor,Relatively New,High,Unfurnished
4814.0,flat,2,2,3,90,0.65,1,0,0,0,Mid Floor,Relatively New,High,Unfurnished
5076.0,flat,2,2,3,90,0.66,1,0,0,0,Mid Floor,Relatively New,High,Unfurnished
3516.0,flat,3,3,3+,1,0.91,0,1,0,0,Mid Floor,Mid,Low,Low
3695.0,flat,3,3,2,Manesar,0.85,0,0,0,0,Low Floor,Mid,Medium,Unfurnished
3695.0,flat,3,3,3+,1,0.85,0,1,0,0,Mid Floor,Relatively New,Low,Unfurnished
14683.0,flat,4,4,No,65,2.9,0,0,0,0,Low Floor,Relatively New,Medium,Medium
14430.0,flat,4,4,3,65,2.85,1,1,0,0,Mid Floor,Relatively New,Low,Medium
13575.0,flat,3,3,3,65,2.24,1,1,0,0,Low Floor,Relatively New,Medium,Unfurnished
15454.0,flat,3,3,3,65,2.55,1,1,0,0,Mid Floor,Relatively New,Low,Unfurnished
14430.0,flat,4,4,3,65,2.85,1,1,0,0,Low Floor,Relatively New,Low,Unfurnished
15151.0,flat,3,3,3,65,2.5,1,1,0,0,Mid Floor,Relatively New,Low,Unfurnished
12500.0,flat,3,3,3,Nirvana Country,2.75,0,1,0,0,Mid Floor,Mid,High,Unfurnished
8737.0,flat,3,4,2,33,1.35,0,1,0,0,Mid Floor,Mid,Low,Unfurnished
11992.0,flat,3,3,3,Nirvana Country,2.51,0,0,1,0,High Floor,Mid,High,Medium
14267.0,flat,4,4,3+,67,4.5,0,1,0,0,High Floor,Relatively New,High,High
11944.0,flat,3,3,3,Nirvana Country,2.5,0,0,1,0,High Floor,Relatively New,High,Medium
6951.0,flat,2,2,3,85,1.14,0,0,0,0,Mid Floor,Relatively New,High,Low
6578.0,flat,4,5,3+,85,1.85,0,0,0,0,Low Floor,Relatively New,High,Medium
16470.0,flat,3,4,3,66,2.8,0,1,0,0,Mid Floor,Relatively New,High,High
14795.0,flat,2,2,3,66,1.45,0,0,0,0,Mid Floor,Relatively New,High,Medium
8120.0,flat,3,3,3,82,0.8575,1,0,0,0,Mid Floor,Mid,High,Medium
8557.0,flat,3,3,3,79,1.28,1,0,0,0,High Floor,Relatively New,High,Medium
8052.0,flat,3,3,3,79,1.2,1,0,0,0,Mid Floor,Relatively New,High,High
6927.0,flat,3,2,3+,81,1.15,1,0,0,0,Mid Floor,Relatively New,High,High
8042.0,flat,2,2,3,81,0.8798999999999999,1,0,0,0,Mid Floor,Relatively New,High,Medium
7951.0,flat,2,2,3,81,0.8698999999999999,0,0,0,0,Mid Floor,Relatively New,High,Medium
8347.0,flat,4,6,3+,103,2.4,0,1,0,0,High Floor,Relatively New,High,Unfurnished
4637.0,flat,3,3,2,108,0.85,0,1,0,0,Low Floor,Relatively New,High,Medium
1965.6666666666667,flat,2,2,3,102,1.3,0,0,0,0,Low Floor,Relatively New,High,Unfurnished
10283.0,flat,3,3,3+,82A,1.85,0,0,0,0,Low Floor,Relatively New,Low,High
1969.888888888889,flat,3,3,3+,102,2.0,0,0,0,0,Low Floor,Relatively New,High,Unfurnished
2332.777777777778,flat,4,6,3,62,9.95,0,1,1,0,High Floor,Relatively New,High,High
2215.8888888888887,flat,4,6,3,62,9.2,0,1,1,0,Mid Floor,Relatively New,High,High
11251.0,flat,3,3,3,33,1.79,0,0,0,0,Mid Floor,Old,High,Medium
8123.0,flat,3,4,3+,109,2.1,0,1,0,0,High Floor,Relatively New,High,High
6000.0,flat,3,4,3,106,1.14,1,1,0,0,Mid Floor,Relatively New,Low,Low
5658.0,flat,3,5,3,99A,1.13,0,1,0,1,Mid Floor,Relatively New,Low,Low
8536.0,flat,3,4,3+,106,1.05,0,1,0,0,Mid Floor,Relatively New,High,Low
11346.0,flat,3,3,3,113,2.78,1,1,0,0,Mid Floor,Newly House,High,Low
11654.0,flat,2,2,3,113,1.55,0,0,0,0,Low Floor,Newly House,High,Low
13989.0,flat,2,2,3,113,1.35,0,0,0,0,Mid Floor,Newly House,High,Low
12000.0,flat,2,2,3,113,1.38,1,0,0,0,Mid Floor,Newly House,High,Low
10599.0,flat,3,3,3,113,2.35,0,1,0,0,High Floor,Newly House,High,Low
10638.0,flat,3,3,3,102,1.8,0,0,0,0,Low Floor,Relatively New,High,Unfurnished
10205.0,flat,2,2,2,102,1.24,0,0,0,0,Mid Floor,Relatively New,High,Unfurnished
10491.0,flat,2,2,2,102,0.96,0,0,0,0,Mid Floor,Relatively New,High,Unfurnished
9371.0,flat,3,4,3+,102,1.82,0,1,0,0,High Floor,Mid,High,Medium
10375.0,flat,4,5,3+,102,2.65,0,1,0,0,High Floor,Mid,High,Medium
10237.0,flat,3,4,3+,102,2.2,1,1,0,0,Mid Floor,Mid,High,Medium
9218.0,flat,3,4,3+,102,1.78,0,1,0,0,Mid Floor,Mid,High,Medium
6601.0,flat,3,3,3+,109,1.68,0,1,0,0,Mid Floor,Mid,High,Unfurnished
6914.0,flat,3,2,3,109,1.3,0,0,0,0,High Floor,Mid,High,Unfurnished
8222.0,flat,2,2,1,107,0.495,0,0,0,1,Mid Floor,Relatively New,Low,High
6206.0,flat,3,3,3,83,1.08,0,0,0,0,Mid Floor,Relatively New,High,Unfurnished
8400.0,flat,3,4,3,79,1.72,0,0,0,0,Mid Floor,Newly House,Low,Medium
2051.0,flat,2,2,2,23A,0.16,0,0,0,0,Low Floor,Mid,Low,Unfurnished
2666.0,flat,2,2,1,Sohna,0.2,0,0,0,0,Mid Floor,Newly House,Low,Unfurnished
7891.0,flat,2,2,1,51,0.715,0,0,0,0,Mid Floor,Relatively New,Low,Unfurnished
6506.0,flat,2,2,1,Sohna,0.54,0,0,0,0,Low Floor,Relatively New,Low,Unfurnished
5265.0,flat,2,2,2,81,0.645,0,0,0,0,High Floor,Mid,High,High
9482.0,flat,3,3,1,48,1.38,0,0,0,0,Low Floor,Relatively New,Medium,Unfurnished
7627.0,flat,2,3,2,37D,0.45,0,0,0,0,Mid Floor,Under Construction,Low,Unfurnished
9000.0,flat,1,1,1,36A,0.45,0,0,0,0,Mid Floor,Relatively New,Low,Unfurnished
6552.0,flat,3,2,3,83,1.15,0,0,0,0,High Floor,Relatively New,Low,Low
11920.0,flat,4,5,3,49,3.6,0,1,1,0,Mid Floor,Mid,Low,High
6870.0,flat,2,2,2,91,0.9,0,0,0,0,High Floor,Relatively New,High,High
9016.0,flat,1,2,1,56,0.55,0,0,0,0,Low Floor,Old,Medium,Unfurnished
13177.0,flat,1,1,No,71,0.9,0,0,0,0,Mid Floor,Newly House,Low,Low
14838.0,flat,1,1,1,111,0.5,0,0,0,0,Low Floor,Relatively New,Medium,High
14000.0,flat,3,3,3,65,2.86,0,1,0,0,High Floor,Under Construction,Low,Unfurnished
11600.0,flat,1,1,No,52,0.29,0,0,0,0,Low Floor,Mid,Low,Medium
6137.0,flat,2,3,3,103,0.89,0,1,0,0,Low Floor,Relatively New,High,Medium
5625.0,flat,3,4,3+,103,1.12,0,1,0,0,Mid Floor,Newly House,Low,Unfurnished
7812.0,flat,3,3,1,92,0.5,0,0,0,0,Low Floor,Relatively New,Low,Unfurnished
7010.0,flat,3,5,3+,99A,1.4,0,0,0,0,Mid Floor,Newly House,Low,Unfurnished
9000.0,flat,4,4,3+,90,2.05,0,0,0,0,Mid Floor,Relatively New,Low,Medium
5965.0,flat,2,2,3+,Sohna,0.8692,1,0,0,0,Mid Floor,Relatively New,High,Unfurnished
11442.0,flat,2,2,2,66,1.32,0,0,0,0,Mid Floor,Relatively New,Medium,Low
8756.0,flat,2,2,3,86,1.3,1,0,0,0,Mid Floor,Relatively New,Medium,Unfurnished
7850.0,flat,3,2,3+,Sohna,0.9499,0,0,0,0,Mid Floor,Newly House,High,Unfurnished
6562.0,flat,3,3,1,92,0.42,0,0,0,0,Low Floor,Relatively New,Low,Unfurnished
5952.0,flat,3,3,1,85,0.884,0,0,0,0,Low Floor,Relatively New,High,Unfurnished
7262.0,flat,4,3,3+,49,2.0,0,0,0,0,Mid Floor,Old,High,Low
16445.0,flat,3,3,3+,54,3.85,0,1,0,0,Mid Floor,Old,High,Medium
13984.0,flat,5,4,3+,113,3.72,0,0,1,0,Low Floor,Newly House,Low,High
11724.0,flat,2,2,3,37D,0.68,0,0,0,1,Mid Floor,Newly House,Medium,Unfurnished
15982.0,flat,2,2,2,33,1.31,0,0,0,0,Mid Floor,Under Construction,High,Unfurnished
8266.0,flat,3,3,3,33,1.65,0,1,0,0,Low Floor,Under Construction,Low,Unfurnished
9500.0,flat,3,4,3+,77,1.9,0,1,0,0,Mid Floor,Newly House,Low,High
7758.0,flat,4,3,3+,91,1.8,1,0,1,0,Low Floor,Relatively New,Medium,High
8404.0,flat,2,2,1,102,0.45,0,0,0,0,High Floor,Relatively New,Medium,High
7872.0,flat,3,3,3,52,1.85,0,1,0,0,Mid Floor,Mid,Low,Medium
8888.0,flat,2,2,3,95,0.8,1,0,0,0,Mid Floor,Newly House,Medium,Unfurnished
6435.0,flat,3,3,3+,67,1.0,0,0,0,0,Low Floor,Mid,Low,Unfurnished
7453.0,flat,2,2,3,84,1.2,1,0,0,0,Mid Floor,Relatively New,High,High
7863.0,flat,3,2,2,Sohna,0.85,0,0,0,0,Mid Floor,Newly House,Low,Unfurnished
5600.0,flat,2,2,2,Sohna,0.35,0,0,0,0,High Floor,Relatively New,High,Low
9856.0,flat,2,2,1,88A,1.15,1,0,0,0,High Floor,Newly House,High,Unfurnished
4778.0,flat,4,4,3,92,1.0,0,0,0,0,Mid Floor,Relatively New,Low,Low
5413.0,flat,2,2,3+,91,0.96,0,0,0,0,Mid Floor,Mid,High,Medium
6735.0,flat,3,3,3,86,1.3,0,1,1,0,High Floor,Mid,High,Unfurnished
10482.0,flat,3,5,3+,28,3.0,0,0,0,0,Mid Floor,Old,Low,Medium
8700.0,flat,3,3,2,89,1.3,0,0,0,1,Low Floor,Under Construction,Medium,Unfurnished
10204.0,flat,4,4,3+,43,2.5,0,1,0,0,Mid Floor,Mid,Low,Medium
11250.0,flat,3,3,3,77,2.25,0,1,0,0,High Floor,Newly House,Medium,Medium
8734.0,flat,3,2,3+,81,1.45,0,0,0,1,Mid Floor,Relatively New,Low,Unfurnished
9062.0,flat,2,2,3+,79,1.45,1,0,0,0,Mid Floor,Relatively New,High,Unfurnished
11363.0,flat,3,3,2,76,1.9,0,0,0,0,Low Floor,Under Construction,Low,Unfurnished
7812.0,flat,3,3,1,92,0.5,0,0,0,0,High Floor,Newly House,High,Medium
9615.0,flat,3,2,3+,68,1.45,0,0,0,0,Mid Floor,Newly House,Low,Unfurnished
9519.0,flat,2,2,2,89,1.05,1,0,0,1,Mid Floor,Under Construction,Medium,Unfurnished
8982.0,flat,5,6,3+,57,5.5,0,1,1,0,High Floor,Mid,High,High
4106.0,flat,2,2,2,95,0.56,0,0,0,0,Mid Floor,Relatively New,Low,Unfurnished
4179.0,flat,2,2,2,95,0.57,0,0,0,0,Mid Floor,Relatively New,Low,Low
5739.0,flat,3,3,2,New Colony,0.66,0,0,0,0,Low Floor,Relatively New,Low,Unfurnished
10000.0,flat,3,4,3+,104,2.3,0,1,0,0,High Floor,Newly House,High,Unfurnished
8205.0,flat,3,5,3,70,1.75,0,1,1,0,Mid Floor,Newly House,Low,Unfurnished
9696.0,flat,3,3,3,102,1.6,0,0,0,0,Mid Floor,Relatively New,Medium,Unfurnished
15262.0,flat,3,3,3,62,3.95,0,1,0,0,High Floor,Under Construction,Low,Medium
4108.0,flat,2,2,1,37C,0.38,0,0,0,0,Mid Floor,Relatively New,High,Low
6194.0,flat,2,2,2,95A,0.415,1,0,0,0,High Floor,Newly House,Medium,Medium
3713.0,flat,4,4,3,92,1.0,0,0,0,0,High Floor,Newly House,Medium,Unfurnished
7142.0,flat,3,3,2,37D,0.5,0,0,0,0,Low Floor,Under Construction,Low,Unfurnished
6033.0,flat,3,2,2,92,0.8,0,0,0,0,Mid Floor,Relatively New,Low,Medium
4886.0,flat,3,3,2,37C,0.86,0,0,0,1,Low Floor,Newly House,Low,Unfurnished
7396.0,flat,3,2,1,86,1.25,0,0,0,0,Low Floor,Newly House,High,Unfurnished
1949.2222222222224,flat,3,3,3,65,5.9,1,0,0,0,Mid Floor,Mid,Low,High
7272.0,flat,3,2,2,31,1.2,0,0,0,1,Low Floor,Mid,High,High
6554.0,flat,2,2,3,Sohna,0.955,1,0,0,0,Mid Floor,Under Construction,Low,Unfurnished
14358.0,flat,3,3,2,66,2.8,1,1,1,0,High Floor,Newly House,High,High
4307.0,flat,2,2,2,Sohna,0.28,0,0,0,0,High Floor,Newly House,Low,Unfurnished
12000.0,flat,3,3,2,102,2.03,0,0,0,0,Low Floor,Under Construction,Low,Unfurnished
6666.0,flat,2,1,No,99A,0.3,0,0,0,0,High Floor,Relatively New,Low,Low
5813.0,flat,3,3,3,9A,0.75,0,0,1,0,Mid Floor,Old,Low,Unfurnished
8947.0,flat,4,3,3,70A,1.7,0,0,0,0,Low Floor,Relatively New,Low,High
2296.222222222222,flat,2,2,3,112,3.1,1,1,0,0,Mid Floor,Relatively New,High,Medium
4444.0,flat,2,2,2,99,0.4,0,0,0,0,Mid Floor,Newly House,Medium,Unfurnished
9002.0,flat,2,2,2,3,1.3,0,0,0,0,Mid Floor,Under Construction,Medium,Low
4513.0,flat,2,2,2,Sohna,0.26,0,0,0,0,Mid Floor,Newly House,Medium,Unfurnished
4210.0,flat,2,2,1,Sohna,0.24,0,0,0,0,High Floor,Relatively New,Medium,Low
7000.0,flat,2,2,1,67,0.56,0,0,0,0,Mid Floor,Newly House,High,Low
2076.4444444444443,flat,4,5,3+,31,5.5,1,1,1,0,Low Floor,Relatively New,High,Low
7679.0,flat,4,4,3+,91,1.8,0,1,1,0,Mid Floor,Mid,High,Unfurnished
8294.0,flat,3,3,1,86,1.6,0,0,1,0,High Floor,Relatively New,High,Unfurnished
6500.0,flat,2,2,1,111,0.9607,1,0,0,0,Mid Floor,Under Construction,Medium,Unfurnished
7931.0,flat,3,2,2,109,0.79,0,0,0,0,Mid Floor,Relatively New,Medium,High
6420.0,flat,2,2,2,Sohna,0.42,0,0,0,0,Low Floor,Newly House,Medium,Unfurnished
16470.0,flat,3,3,3+,63,3.35,0,0,0,0,Mid Floor,Newly House,Low,Medium
11627.0,flat,3,4,3,48,5.0,0,0,0,0,High Floor,Mid,High,Low
10309.0,flat,3,2,2,70,1.0,0,0,0,0,Mid Floor,Mid,Medium,Medium
10754.0,flat,3,4,3+,48,2.75,0,0,0,0,Mid Floor,Mid,Low,Low
1930.888888888889,flat,2,2,2,108,2.4,0,0,0,0,High Floor,Newly House,High,Medium
14632.0,flat,3,3,3,63A,3.15,0,0,0,1,Mid Floor,Under Construction,Low,Low
6485.0,flat,2,2,3+,Sohna,0.95,1,0,0,0,Mid Floor,Newly House,High,Low
15124.0,flat,3,2,3+,33,1.4,0,0,0,0,High Floor,Under Construction,Medium,Unfurnished
13522.0,flat,3,3,3+,33,2.15,0,0,0,0,Low Floor,Newly House,Medium,Medium
7758.0,flat,3,3,3+,91,1.8,0,0,1,0,Low Floor,Relatively New,Medium,High
5904.0,flat,2,2,2,99A,0.31,0,0,0,0,Mid Floor,Newly House,Medium,Unfurnished
8237.0,flat,3,3,2,37D,1.07,0,0,0,0,Low Floor,Under Construction,High,Unfurnished
4651.0,flat,2,2,2,108,0.7,0,0,0,0,High Floor,Relatively New,Low,Low
7549.0,flat,3,2,3,Sohna,1.1,0,0,0,0,High Floor,Relatively New,Low,Unfurnished
10627.0,flat,2,2,2,Nirvana Country,1.05,0,0,0,0,Low Floor,Mid,Medium,Unfurnished
3671.0,flat,2,2,1,Sohna,0.25,0,0,0,0,High Floor,Relatively New,Medium,Medium
4941.0,flat,2,2,2,89,0.42,0,0,0,0,Mid Floor,Relatively New,Low,Unfurnished
16666.0,flat,2,2,2,63A,2.1,0,0,0,0,Low Floor,Under Construction,Medium,Low
5319.0,flat,1,1,1,95,0.19,0,0,0,0,High Floor,Relatively New,Low,Medium
9130.0,flat,4,4,3,51,2.1,0,0,0,0,Low Floor,Relatively New,High,Unfurnished
7068.0,flat,4,4,3,92,1.44,0,0,0,0,Mid Floor,Relatively New,Medium,Low
4933.0,flat,3,3,2,92,0.7084999999999999,0,0,0,0,Mid Floor,Relatively New,Medium,Low
5329.0,flat,1,1,1,Sohna,0.21,0,0,0,0,Low Floor,Relatively New,Low,Unfurnished
14000.0,flat,3,3,3,102,2.5,0,0,0,0,High Floor,Under Construction,High,Unfurnished
7293.0,flat,2,2,2,95A,0.415,0,0,0,0,High Floor,Newly House,High,Medium
4729.0,flat,3,1,3,92,0.56,0,0,0,0,Low Floor,Mid,High,Medium
4375.0,flat,2,2,2,2,0.35,0,0,0,0,Mid Floor,Relatively New,Low,Unfurnished
3477.0,flat,3,3,3,1,0.9,0,1,0,0,Low Floor,Old,Low,High
7541.0,flat,3,3,3+,81,1.35,0,0,0,0,Mid Floor,Old,High,Low
11074.0,flat,3,3,3,113,2.0,0,0,0,0,High Floor,Newly House,Low,Unfurnished
11407.0,flat,2,1,1,69,0.6,0,0,0,0,High Floor,Relatively New,Low,Low
4854.0,flat,2,2,2,108,1.0,0,0,0,0,Low Floor,Relatively New,Low,Unfurnished
4971.0,flat,4,4,2,92,0.87,0,0,0,0,Low Floor,Mid,High,High
9219.0,flat,2,2,3,70A,1.3,0,0,0,0,High Floor,Mid,Low,Medium
7164.0,flat,2,2,2,95A,0.48,0,0,0,0,Mid Floor,Relatively New,Low,Low
6881.0,flat,2,2,3+,107,0.94,0,0,0,0,Low Floor,Mid,High,Medium
6849.0,flat,2,2,2,69,0.75,0,0,0,0,Mid Floor,Under Construction,Low,Unfurnished
10172.0,flat,2,2,1,71,0.65,0,0,0,0,Mid Floor,Relatively New,Low,Medium
9449.0,flat,3,3,3+,33,1.7,0,0,0,0,Mid Floor,Newly House,Medium,Medium
6000.0,flat,3,2,1,7,0.48,0,0,0,0,Low Floor,Newly House,Low,Low
5000.0,flat,2,2,1,23A,0.55,0,0,0,0,Low Floor,Mid,Low,Low
10101.0,flat,1,1,No,63A,0.7,0,0,0,0,Mid Floor,Under Construction,Low,Low
14783.0,flat,2,2,2,63A,1.55,0,0,0,0,Low Floor,Under Construction,Low,Unfurnished
7317.0,flat,1,1,2,51,0.3,0,0,0,0,Low Floor,Old,Low,Low
6987.0,flat,2,2,2,83,0.87,0,0,0,0,Mid Floor,Mid,Low,Low
10031.0,flat,2,2,2,67A,1.3,0,0,0,0,Basement,Newly House,Low,Low
11428.0,flat,4,4,2,New Gurgaon,4.0,1,1,0,0,Mid Floor,Under Construction,High,High
8604.0,flat,3,3,3+,89,1.85,0,1,0,0,High Floor,Newly House,Low,Unfurnished
8974.0,flat,3,5,No,70,1.75,0,0,0,0,Low Floor,Relatively New,Low,Low
14680.0,flat,3,4,3+,53,4.8,0,0,0,0,High Floor,Newly House,Low,Unfurnished
8349.0,flat,3,2,3+,33,1.3,0,0,0,0,High Floor,Under Construction,Medium,Unfurnished
6272.0,flat,3,3,3,37C,0.9,0,0,0,0,Mid Floor,Relatively New,Low,Low
2300.777777777778,flat,4,4,3+,Dlf Phase,5.8,0,0,0,0,High Floor,Old,Low,Low
11094.0,flat,2,2,2,70A,1.4,0,0,0,0,High Floor,Relatively New,Low,Low
7917.0,flat,2,2,No,71,0.95,0,0,0,0,Mid Floor,Mid,Low,Low
8670.0,flat,3,2,3+,33,1.35,0,0,0,0,High Floor,Under Construction,Medium,Unfurnished
5621.0,flat,3,2,1,86,0.95,0,0,0,0,Mid Floor,Newly House,Low,Unfurnished
4615.0,flat,2,2,3,90,0.7,1,0,0,1,Mid Floor,Newly House,Medium,Unfurnished
