area,property_type,bedRoom,bathroom,balcony,sector,Price,Study_room,Servant_room,Pooja_room,Other,floor,age,feature_score,furnish_score
8813.0,flat,4,4,3+,104,2.6,0,1,0,0,High Floor,Relatively New,High,High
9393.0,flat,3,4,3,102,1.55,0,1,0,0,Mid Floor,Relatively New,High,High
8450.0,flat,2,2,3,70A,1.2,0,0,0,0,Mid Floor,Mid,Low,Low
7948.0,flat,3,3,3,70,1.55,1,1,1,1,Mid Floor,Relatively New,Low,Low
8461.0,flat,3,4,3,70,1.65,0,1,0,1,Mid Floor,Relatively New,Low,Medium
6402.0,flat,2,2,3,85,1.05,0,0,0,1,Mid Floor,Relatively New,Low,Medium
9020.0,flat,3,3,3,90,1.29,1,0,0,0,Mid Floor,Relatively New,High,Unfurnished
7928.0,flat,2,2,2,67A,0.555,0,0,0,1,Low Floor,Relatively New,Low,Unfurnished
7636.0,flat,3,3,2,90,1.26,0,0,0,1,High Floor,Relatively New,Low,Unfurnished
5026.0,flat,4,6,3,85,1.91,0,1,0,0,Mid Floor,Relatively New,High,Medium
5641.0,flat,4,6,3,85,2.2,0,1,0,0,Mid Floor,Relatively New,High,Medium
8256.0,flat,3,4,3,85,1.98,0,0,0,0,High Floor,Relatively New,High,Low
6851.0,flat,2,2,3,85,1.11,0,0,0,0,Mid Floor,Relatively New,High,Medium
10755.0,flat,3,4,3+,81,2.25,0,1,0,0,High Floor,Relatively New,High,High
6774.0,flat,3,3,3,84,1.05,0,0,0,1,Mid Floor,Relatively New,High,Unfurnished
11438.0,flat,4,4,3+,82A,2.6,0,0,0,1,Low Floor,Relatively New,Medium,Unfurnished
8320.0,flat,2,2,3,85,1.04,0,0,0,1,High Floor,Newly House,High,Unfurnished
7167.0,flat,3,3,2,90,1.25,0,0,0,1,High Floor,Relatively New,Low,Unfurnished
12134.0,flat,3,3,2,112,3.4,0,0,0,0,High Floor,Relatively New,High,Medium
7339.0,flat,3,3,3,90,1.25,0,1,0,0,High Floor,Mid,Medium,Unfurnished
8283.0,flat,2,2,1,86,0.415,1,1,1,1,Mid Floor,Newly House,Low,Unfurnished
6024.0,flat,2,2,2,83,0.75,0,0,0,1,High Floor,Relatively New,High,Medium
7223.0,flat,4,4,3+,90,1.7,0,1,0,0,High Floor,Mid,Medium,Unfurnished
6641.0,flat,2,2,2,91,0.87,0,0,0,0,Mid Floor,Relatively New,High,Unfurnished
10416.0,flat,3,3,3,90,1.25,0,1,0,0,High Floor,Mid,High,Unfurnished
11233.0,flat,3,4,3+,81,2.35,0,1,0,0,High Floor,Relatively New,High,Unfurnished
7554.0,flat,3,4,3+,104,1.73,0,1,0,0,High Floor,Relatively New,High,Unfurnished
8818.0,flat,2,2,3,106,0.97,0,0,1,0,Mid Floor,Newly House,High,Medium
7297.0,flat,4,4,3+,106,1.35,0,1,1,0,High Floor,Relatively New,High,Medium
6609.0,flat,3,5,3,99A,1.32,0,1,0,0,High Floor,Newly House,High,Medium
5607.0,flat,2,2,3,Sohna,0.715,0,0,0,0,Mid Floor,Relatively New,High,Low
5422.0,flat,2,2,2,Sohna,0.78,1,0,0,0,Mid Floor,Relatively New,High,Medium
16959.0,flat,3,4,3,65,5.5,0,1,0,0,Mid Floor,Relatively New,Low,Unfurnished
14375.0,flat,3,4,3+,81,2.3,0,1,0,0,High Floor,Relatively New,High,High
3152.0,flat,2,2,2,95,0.43,0,0,0,0,Mid Floor,Relatively New,High,Unfurnished
6421.0,flat,2,2,3,107,0.985,1,0,0,0,Mid Floor,Relatively New,High,Medium
5856.0,flat,2,2,3+,107,0.8,0,0,1,0,Mid Floor,Relatively New,High,Medium
8412.0,flat,4,4,3+,104,2.65,0,1,0,0,Mid Floor,Relatively New,High,Unfurnished
14242.0,flat,3,3,2,Dlf Phase,2.35,0,0,0,0,Low Floor,Old,High,Medium
8835.0,flat,3,3,3+,107,1.29,0,0,1,0,Low Floor,Relatively New,High,High
7991.0,flat,3,4,3+,104,1.83,0,1,0,0,Mid Floor,Relatively New,High,Medium
5887.0,flat,3,4,3+,107,1.39,0,1,1,0,Mid Floor,Relatively New,High,High
6455.0,flat,3,3,2,83,1.12,1,1,1,0,Mid Floor,Relatively New,High,Medium
4761.0,flat,2,2,2,108,0.65,0,0,1,0,Mid Floor,Relatively New,High,Medium
6465.0,flat,3,4,3+,91,1.5,1,1,0,0,Mid Floor,Relatively New,High,Unfurnished
6975.0,flat,4,4,3,91,1.9,0,1,0,0,Mid Floor,Relatively New,High,Unfurnished
11227.0,flat,3,3,3,Nirvana Country,2.35,0,0,0,0,Mid Floor,Mid,High,High
8163.0,flat,1,1,1,2,0.6,0,0,0,0,Mid Floor,Mid,High,Medium
14598.0,flat,3,3,1,Dlf Phase,2.0,0,0,0,0,High Floor,Old,Medium,High
11000.0,flat,2,2,3+,74,1.57,0,0,0,1,Mid Floor,Relatively New,High,Unfurnished
7250.0,flat,3,3,3+,37C,1.44,0,1,0,0,Mid Floor,Newly House,Low,Unfurnished
7250.0,flat,3,3,3,37C,1.26,0,0,0,0,Mid Floor,Newly House,Low,Unfurnished
8536.0,flat,2,2,2,68,1.05,0,0,0,0,High Floor,Newly House,High,Medium
2111.111111111112,flat,4,4,3,53,6.44,0,1,0,0,Mid Floor,Mid,High,High
2000.0,flat,4,4,3+,62,7.56,0,1,1,0,High Floor,Relatively New,High,High
15510.0,flat,3,3,3+,Dlf Phase,3.8,0,1,1,0,Low Floor,Mid,High,High
2773.6666666666665,flat,4,4,2,54,6.75,0,1,0,0,Mid Floor,Mid,High,High
4961.0,flat,2,2,3,90,0.645,1,0,0,0,High Floor,Relatively New,Low,Medium
8139.0,flat,3,4,3+,109,1.75,0,1,0,0,Mid Floor,Relatively New,High,Unfurnished
8324.0,flat,3,4,3+,56,1.54,0,1,0,0,Mid Floor,Old,High,Medium
8484.0,flat,3,3,3,102,1.4,0,1,0,0,Mid Floor,Relatively New,High,Medium
10601.0,flat,2,2,2,102,0.97,0,0,0,0,High Floor,Relatively New,Medium,Unfurnished
9933.0,flat,2,2,2,102,1.35,0,0,0,0,Mid Floor,Relatively New,High,Unfurnished
9011.0,flat,3,4,3+,102,1.75,0,1,0,0,High Floor,Relatively New,High,Medium
7652.0,flat,4,6,3+,103,2.2,0,1,0,0,Mid Floor,Relatively New,High,High
14040.0,flat,3,3,3,108,2.45,0,0,0,0,High Floor,Relatively New,Low,Low
6369.0,flat,4,6,3+,106,1.5,0,1,0,0,High Floor,Relatively New,High,Low
10825.0,flat,3,4,3+,113,2.4,0,1,0,0,Mid Floor,Relatively New,Low,Low
11050.0,flat,3,3,3+,113,2.45,1,0,0,0,Mid Floor,Relatively New,High,Low
14285.0,flat,3,3,3+,113,3.0,0,1,0,0,Mid Floor,Relatively New,High,Low
10449.0,flat,3,2,2,113,1.65,0,0,0,0,Mid Floor,Relatively New,Low,Low
6353.0,flat,2,2,3+,106,0.88,0,0,0,0,Mid Floor,Relatively New,Low,Low
6353.0,flat,2,2,3+,106,0.88,0,0,0,0,Low Floor,Relatively New,Low,Low
7272.0,flat,3,4,3+,106,1.28,0,1,0,0,High Floor,Relatively New,Low,Low
1061.111111111111,flat,4,5,3+,106,1.34,0,1,0,0,Mid Floor,Relatively New,Low,Low
5605.0,flat,4,5,3+,106,1.32,0,1,0,0,High Floor,Relatively New,Low,Low
6406.0,flat,3,4,3+,106,1.13,1,1,0,0,High Floor,Relatively New,Low,Unfurnished
7150.0,flat,4,5,3+,99A,1.38,0,1,0,1,Low Floor,Relatively New,Low,Medium
5808.0,flat,3,3,3,99A,1.16,0,1,0,1,Mid Floor,Relatively New,Low,Low
12533.0,flat,3,3,3,113,2.33,0,1,0,0,Mid Floor,Newly House,High,Low
11338.0,flat,3,4,3,113,3.05,0,1,0,0,High Floor,Newly House,High,Low
6839.0,flat,3,2,1,83,1.25,1,1,1,0,Mid Floor,Relatively New,High,High
7716.0,flat,3,3,2,79,1.25,1,0,1,0,Low Floor,Relatively New,High,Medium
5982.0,flat,3,3,2,83,1.05,1,1,1,0,High Floor,Relatively New,High,Medium
8389.0,flat,3,3,3,79,1.25,1,0,1,0,High Floor,Relatively New,High,Medium
12732.0,flat,3,3,3,79,1.1,1,0,1,0,High Floor,Relatively New,High,Medium
11868.0,flat,3,3,3,83,1.3,0,1,0,0,High Floor,Relatively New,High,Medium
8769.0,flat,4,4,3+,84,2.28,0,1,0,0,Mid Floor,Relatively New,Medium,Unfurnished
12371.0,flat,2,2,2,85,1.2,0,1,0,0,Mid Floor,Relatively New,High,Medium
13318.0,flat,2,2,3,85,1.22,0,0,0,0,High Floor,Relatively New,High,Medium
12471.0,flat,2,2,3,85,1.1,1,0,0,0,High Floor,Relatively New,High,Medium
11966.0,flat,2,2,3,85,1.15,0,0,1,0,High Floor,Relatively New,High,Medium
13837.0,flat,3,3,3,79,1.2,1,0,1,0,High Floor,Relatively New,High,Medium
8139.0,flat,3,3,3,83,1.4,1,1,1,0,Low Floor,Relatively New,High,Medium
6267.0,flat,3,3,2,83,1.1,1,0,1,0,Mid Floor,Relatively New,High,Medium
5747.0,flat,3,3,2,83,1.0,0,0,0,0,Low Floor,Relatively New,High,Medium
7904.0,flat,3,4,3,84,1.52,0,1,0,0,High Floor,Relatively New,High,Unfurnished
9473.0,flat,3,4,3,83,1.8,1,1,1,0,Mid Floor,Relatively New,High,High
8648.0,flat,3,3,3+,83,1.6,1,1,1,0,Mid Floor,Relatively New,High,High
8539.0,flat,3,4,3,79,1.55,0,1,0,0,High Floor,Relatively New,High,High
8024.0,flat,3,3,2,79,1.3,1,0,1,0,Mid Floor,Relatively New,High,Medium
8458.0,flat,3,4,3+,81,2.25,1,1,0,0,Mid Floor,Relatively New,High,High
11628.0,flat,5,5,3+,49,4.79,1,1,1,0,High Floor,Relatively New,Low,Unfurnished
6459.0,flat,3,3,3,90,1.25,0,0,0,1,Mid Floor,Relatively New,Medium,Medium
7407.0,flat,3,3,3+,91,1.4,0,0,0,0,Mid Floor,Relatively New,High,Unfurnished
6679.0,flat,3,3,3+,88A,1.38,0,1,0,0,Mid Floor,Relatively New,Medium,Unfurnished
7258.0,flat,3,3,3+,88A,1.3,0,0,0,0,Mid Floor,Relatively New,Medium,Unfurnished
6653.0,flat,2,2,2,79,1.0,1,0,0,0,Mid Floor,Relatively New,Low,Low
6896.0,flat,2,2,3,88A,1.0,1,0,0,0,Mid Floor,Relatively New,High,Unfurnished
7268.0,flat,2,2,2,88A,0.95,0,0,0,0,Mid Floor,Relatively New,High,Unfurnished
12567.0,flat,2,3,3,66,1.85,0,1,0,1,High Floor,Relatively New,High,High
8461.0,flat,4,3,3,77,1.65,0,1,0,0,Mid Floor,Relatively New,High,Unfurnished
6330.0,flat,3,3,3,107,1.32,0,0,0,0,Mid Floor,Relatively New,High,Unfurnished
6649.0,flat,2,2,3,107,1.02,1,0,0,0,Mid Floor,Relatively New,High,Unfurnished
6153.0,flat,4,5,3,109,1.88,0,0,0,0,Mid Floor,Relatively New,High,Unfurnished
9306.0,flat,3,4,3,102,2.15,1,1,0,0,High Floor,Relatively New,High,Unfurnished
11727.0,flat,3,4,2,111,2.58,0,1,0,0,Mid Floor,Mid,High,Unfurnished
13235.0,flat,3,3,2,111,2.25,0,0,0,0,High Floor,Relatively New,High,Unfurnished
8139.0,flat,3,4,3+,109,1.75,0,1,0,0,Mid Floor,Relatively New,High,Unfurnished
6079.0,flat,2,3,3,108,0.93,0,0,0,0,Mid Floor,Relatively New,High,Unfurnished
12622.0,flat,3,5,3+,112,4.75,0,1,0,0,Mid Floor,Relatively New,Low,Medium
8000.0,flat,3,4,3+,79,1.72,0,1,0,0,Mid Floor,Relatively New,High,Medium
2142.777777777778,flat,4,4,3+,72,6.75,0,1,0,0,Low Floor,Newly House,High,High
16000.0,flat,2,2,2,62,2.45,1,0,0,0,Mid Floor,Newly House,High,High
6934.0,flat,4,5,3+,85,2.2,0,0,0,0,Mid Floor,Relatively New,High,Low
15648.0,flat,4,4,3+,72,5.25,0,1,0,0,High Floor,Newly House,High,High
11363.0,flat,4,4,3+,72,5.0,1,1,0,0,Low Floor,Newly House,High,High
11111.0,flat,4,4,3+,72,5.0,1,1,1,1,Low Floor,Mid,High,High
16363.0,flat,3,4,3+,113,2.7,0,1,0,0,Mid Floor,Relatively New,Low,Medium
10323.0,flat,4,4,3+,48,2.65,1,1,0,0,High Floor,Mid,High,High
11956.0,flat,2,2,2,22,1.65,0,0,1,1,Mid Floor,Relatively New,High,High
13709.0,flat,3,3,3,22,2.55,0,0,0,1,Mid Floor,Relatively New,High,High
13709.0,flat,3,3,3,22,2.55,0,0,0,0,Mid Floor,Relatively New,Low,High
13915.0,flat,3,4,3+,22,4.3,0,1,0,1,Mid Floor,Relatively New,High,High
8457.0,flat,4,4,2,69,1.7,1,1,1,0,Mid Floor,Relatively New,High,Medium
1932.3333333333333,flat,2,2,2,22,2.4,0,0,0,1,Mid Floor,Relatively New,High,Medium
5513.0,flat,2,3,3+,37C,0.87,1,0,0,0,Mid Floor,Relatively New,High,Unfurnished
7090.0,flat,3,3,3,37C,1.25,0,0,0,1,Mid Floor,Relatively New,Low,Unfurnished
5454.0,flat,3,5,3+,37C,0.99,0,1,0,0,Mid Floor,Relatively New,Low,Unfurnished
8424.0,flat,3,3,3,102,1.39,0,1,0,0,Mid Floor,Relatively New,Low,Medium
10364.0,flat,3,3,3+,Nirvana Country,2.7,0,1,0,0,Mid Floor,Mid,High,Medium
7987.0,flat,4,4,3,37D,1.75,0,0,0,1,Mid Floor,Relatively New,High,Medium
7074.0,flat,4,3,3+,37D,1.55,0,0,0,1,High Floor,Relatively New,High,High
7302.0,flat,4,3,3+,37D,1.6,0,0,0,1,Mid Floor,Relatively New,High,High
8000.0,flat,3,3,3+,109,1.4,0,0,0,0,Mid Floor,Relatively New,Low,Unfurnished
9350.0,flat,3,3,3,70A,1.8,1,0,0,0,Mid Floor,Relatively New,High,Low
5960.0,flat,4,5,3+,107,1.65,0,1,0,0,High Floor,Relatively New,Low,High
14991.0,flat,3,5,3+,30,3.55,0,1,0,0,High Floor,Old,High,High
2898.4444444444443,flat,4,4,3+,Dlf Phase,6.0,0,1,0,0,High Floor,Old,High,High
10250.0,flat,3,4,3,48,1.8,1,0,0,0,Mid Floor,Mid,High,High
10638.0,flat,3,4,3,70A,2.5,0,1,0,0,Mid Floor,Relatively New,High,High
6382.0,flat,4,3,3,39,1.5,0,1,0,0,Mid Floor,Old,Low,High
5699.0,flat,3,2,2,83,1.04,0,0,0,0,Low Floor,Mid,High,Unfurnished
8967.0,flat,2,2,1,67A,0.53,0,0,0,1,Mid Floor,Relatively New,Low,Medium
8410.0,flat,3,5,3,70,1.64,0,1,0,0,Mid Floor,Relatively New,High,Medium
14683.0,flat,4,4,3+,65,2.9,1,1,0,0,Mid Floor,Relatively New,High,High
14303.0,flat,3,3,3,65,2.36,1,1,0,0,Low Floor,Relatively New,High,High
3353.333333333333,flat,3,4,3+,54,4.85,0,1,0,0,Mid Floor,Mid,High,High
6313.0,flat,3,3,2,83,1.25,0,1,0,0,Low Floor,Relatively New,High,Unfurnished
4717.0,flat,3,3,2,90,0.92,1,0,0,0,Mid Floor,Relatively New,Low,High
12802.0,flat,3,3,3,81,2.7,0,1,0,0,High Floor,Relatively New,Low,High
5177.0,flat,2,3,2,90,0.7,1,0,0,0,Mid Floor,Relatively New,Low,Medium
7179.0,flat,2,2,2,85,1.25,0,0,0,0,High Floor,Relatively New,Low,High
8179.0,flat,4,4,3+,85,2.3,0,1,0,0,Mid Floor,Relatively New,Low,Medium
8305.0,flat,3,4,3,85,2.0,0,1,0,0,Mid Floor,Relatively New,Low,High
6224.0,flat,3,3,2,83,1.08,0,0,0,1,High Floor,Relatively New,Low,Unfurnished
12401.0,flat,3,3,3,65,1.73,0,1,0,0,Mid Floor,Relatively New,High,High
2289.111111111112,flat,2,2,2,65,1.3,1,0,0,0,Mid Floor,Relatively New,High,Unfurnished
14430.0,flat,4,4,3+,65,2.85,1,1,0,0,Low Floor,Relatively New,High,High
13636.0,flat,3,3,3+,65,2.25,1,1,0,0,Mid Floor,Relatively New,High,Unfurnished
14242.0,flat,3,3,3,65,2.35,1,1,0,0,Low Floor,Relatively New,High,High
16969.0,flat,4,4,3,65,2.8,1,0,0,0,Low Floor,Relatively New,High,High
16206.0,flat,3,3,3,65,2.35,1,1,0,0,Low Floor,Relatively New,Medium,Medium
13924.0,flat,4,4,3,65,2.75,1,1,0,0,Mid Floor,Relatively New,High,Medium
14303.0,flat,3,3,3,65,2.36,1,1,0,0,Low Floor,Relatively New,High,High
14107.0,flat,4,4,3+,66,3.4,0,1,0,0,Low Floor,Relatively New,High,High
5961.0,flat,2,2,2,77,0.8,0,0,0,0,Mid Floor,Relatively New,Low,Medium
11000.0,flat,4,4,3+,Gwal Pahari,7.0,0,1,0,0,Mid Floor,Relatively New,Medium,Unfurnished
9589.0,flat,3,4,3+,Nirvana Country,1.8,0,1,0,0,Mid Floor,Mid,High,High
10685.0,flat,3,4,3+,Nirvana Country,2.65,0,1,0,0,Mid Floor,Mid,High,High
7000.0,flat,3,3,3,83,1.05,0,0,0,0,Mid Floor,Relatively New,High,Unfurnished
10479.0,flat,3,3,3+,Nirvana Country,1.88,0,0,0,1,High Floor,Mid,High,High
7496.0,flat,2,2,3,84,1.15,1,0,0,0,Mid Floor,Relatively New,Low,High
5564.0,flat,4,4,3,83,1.33,0,1,0,0,Mid Floor,Relatively New,Low,Unfurnished
9590.0,flat,3,4,2,Nirvana Country,2.6,0,1,0,1,High Floor,Relatively New,High,High
11401.0,flat,3,3,3+,Nirvana Country,2.97,0,1,0,0,Mid Floor,Mid,High,High
8955.0,flat,4,4,2,69,1.8,0,0,1,0,Mid Floor,Relatively New,High,High
8855.0,flat,4,4,2,69,1.78,0,0,1,0,Mid Floor,Relatively New,High,High
9632.0,flat,3,3,2,69,1.52,0,0,1,0,Mid Floor,Relatively New,High,High
9822.0,flat,3,3,2,69,1.55,0,0,1,0,Mid Floor,Relatively New,High,High
8031.0,flat,3,3,1,86,1.55,0,0,1,0,High Floor,Relatively New,High,High
8547.0,flat,1,1,1,83,0.4,0,0,0,0,Mid Floor,Relatively New,Low,High
11162.0,flat,3,3,3,70A,2.4,0,1,0,0,High Floor,Relatively New,High,Medium
8753.0,flat,3,3,3,82,1.37,1,1,1,0,High Floor,Relatively New,High,Medium
11770.0,flat,3,4,3,49,2.65,0,1,1,0,High Floor,Mid,High,High
6387.0,flat,3,4,3+,104,1.16,0,1,0,0,Mid Floor,Relatively New,High,High
5833.0,flat,3,4,3+,104,1.05,0,1,0,0,Mid Floor,Relatively New,High,Medium
5000.0,flat,4,5,3+,104,1.35,1,1,1,0,Low Floor,Relatively New,High,Unfurnished
5014.0,flat,4,5,3+,104,1.35,1,1,1,0,Low Floor,Relatively New,High,Low
14615.0,flat,3,3,3,66,2.85,1,0,0,0,High Floor,Relatively New,High,High
6003.0,flat,2,2,1,84,0.35,0,0,0,0,Mid Floor,Relatively New,Low,Unfurnished
6442.0,flat,2,2,3+,107,0.88,0,0,0,0,Mid Floor,Relatively New,High,Medium
9305.0,flat,3,4,3+,102,2.4,1,0,0,0,Mid Floor,Relatively New,Low,High
12815.0,flat,4,5,3,60,3.6,0,1,0,0,High Floor,Relatively New,Low,High
14018.0,flat,4,4,3+,Gwal Pahari,7.5,0,1,1,1,High Floor,Newly House,Low,High
11363.0,flat,2,2,2,113,1.45,0,0,0,0,Mid Floor,Relatively New,High,Medium
11767.0,flat,3,3,3+,Nirvana Country,2.35,0,0,0,0,Mid Floor,Mid,High,High
6567.0,flat,2,2,2,82,0.9425,1,0,0,0,High Floor,Relatively New,High,Medium
6192.0,flat,2,2,2,82,0.805,0,0,0,0,High Floor,Relatively New,High,Medium
12444.0,flat,3,4,3+,Nirvana Country,3.1,0,1,0,0,Mid Floor,Mid,High,High
6412.0,flat,3,3,3+,82,1.39,1,1,0,0,High Floor,Relatively New,High,High
6533.0,flat,2,2,3+,82,0.9375,1,0,0,0,Mid Floor,Relatively New,High,Medium
5932.0,flat,2,2,2,82,0.775,0,0,0,0,Low Floor,Relatively New,High,Medium
5979.0,flat,2,2,2,82,0.855,1,0,0,0,Mid Floor,Relatively New,High,Unfurnished
5221.0,flat,2,2,2,85,0.685,0,0,0,0,Mid Floor,Relatively New,Low,Unfurnished
9046.0,flat,3,4,3+,79,2.03,0,1,0,0,Mid Floor,Relatively New,High,Low
4857.0,flat,3,4,3,85,0.799,0,1,0,0,Mid Floor,Relatively New,Low,Medium
6789.0,flat,2,2,3,90,0.645,1,0,0,0,Mid Floor,Relatively New,Medium,Unfurnished
5771.0,flat,3,3,2,84,1.01,0,0,0,0,High Floor,Relatively New,Low,Unfurnished
4951.0,flat,4,5,2,90,1.27,1,1,0,0,Mid Floor,Newly House,High,Unfurnished
6746.0,flat,2,2,2,83,0.84,0,0,0,0,Mid Floor,Mid,High,Medium
7350.0,flat,3,4,3,85,1.77,0,1,0,0,Mid Floor,Mid,High,High
8348.0,flat,4,4,2,69,1.68,0,0,1,0,Low Floor,Relatively New,High,Low
8408.0,flat,4,4,1,69,1.66,0,0,1,0,High Floor,Relatively New,High,Low
8861.0,flat,3,3,2,69,1.4,0,0,1,0,Low Floor,Relatively New,High,Low
10928.0,flat,3,4,3+,81,2.29,0,1,0,0,High Floor,Relatively New,High,High
6243.0,flat,3,3,3+,90,1.21,0,1,1,0,Mid Floor,Relatively New,High,Unfurnished
4237.0,flat,3,3,2,92,0.5,0,0,0,0,Low Floor,Relatively New,Low,Unfurnished
5305.0,flat,2,2,2,77,0.7120000000000001,1,0,0,0,Mid Floor,Relatively New,High,Unfurnished
15189.0,flat,4,4,3+,65,3.0,0,1,0,0,Low Floor,Relatively New,High,Unfurnished
6837.0,flat,3,3,3+,90,1.2,0,0,0,0,High Floor,Relatively New,High,Unfurnished
10545.0,flat,3,3,3,72,3.25,0,1,0,0,Low Floor,Mid,Medium,Unfurnished
6143.0,flat,2,2,3+,Sohna,0.9,1,0,0,0,Mid Floor,Mid,High,Medium
6184.0,flat,3,3,3+,Sohna,1.07,0,0,0,0,Mid Floor,Relatively New,High,Unfurnished
7317.0,flat,2,2,3,85,1.2,0,0,0,0,High Floor,Relatively New,High,High
7645.0,flat,4,5,3+,85,2.15,0,1,0,0,Low Floor,Relatively New,High,Unfurnished
8730.0,flat,4,4,1,69,1.72,0,0,0,0,High Floor,Relatively New,High,Low
8841.0,flat,3,3,1,69,1.36,0,0,1,0,High Floor,Relatively New,High,Low
8883.0,flat,4,4,1,69,1.75,0,0,0,0,High Floor,Relatively New,High,Low
8882.0,flat,4,4,1,69,1.75,0,0,0,0,High Floor,Relatively New,High,Low
8966.0,flat,3,3,1,69,1.38,0,0,1,0,High Floor,Relatively New,High,Low
8227.0,flat,3,3,1,69,1.29,0,0,1,0,High Floor,Relatively New,High,Medium
8675.0,flat,3,3,1,69,1.37,0,0,1,0,High Floor,Relatively New,High,Low
8411.0,flat,3,3,1,69,1.32,0,0,1,0,High Floor,Relatively New,High,Medium
8445.0,flat,3,3,1,69,1.3,0,0,1,0,High Floor,Relatively New,High,Medium
6735.0,flat,3,3,3,86,1.3,0,1,0,0,High Floor,Mid,High,Medium
7776.0,flat,3,3,1,86,1.5,0,0,0,0,High Floor,Relatively New,High,Unfurnished
8358.0,flat,4,4,2,69,1.68,0,0,1,0,Low Floor,Relatively New,High,Low
8871.0,flat,3,3,2,69,1.4,0,0,1,0,High Floor,Relatively New,High,Low
7894.0,flat,3,3,1,86,1.5,0,0,0,1,High Floor,Relatively New,Low,Unfurnished
7751.0,flat,3,2,2,107,0.5,0,0,0,1,Mid Floor,Relatively New,Low,Unfurnished
5980.0,flat,2,2,1,107,0.36,0,0,0,1,Mid Floor,Relatively New,Low,Unfurnished
6692.0,flat,4,5,3+,72,3.1,1,1,1,0,Mid Floor,Mid,High,Medium
5644.0,flat,2,2,1,95,0.31,0,0,1,0,Mid Floor,Relatively New,Medium,Medium
5354.0,flat,3,3,3,92,0.71,0,0,1,0,Low Floor,Relatively New,High,Unfurnished
8214.0,flat,3,3,1,83,1.15,0,0,0,0,Mid Floor,Mid,High,Medium
7500.0,flat,3,2,2,83,1.05,0,0,0,0,Low Floor,Mid,High,Medium
11666.0,flat,3,3,3,61,2.1,0,0,0,0,High Floor,Relatively New,Low,High
5828.0,flat,2,2,2,107,0.285,0,0,0,0,Low Floor,Relatively New,Low,Low
5674.0,flat,2,2,2,107,0.2775,0,0,0,0,High Floor,Relatively New,Low,Low
5623.0,flat,2,2,2,107,0.275,0,0,0,0,High Floor,Relatively New,Low,Medium
5725.0,flat,2,2,2,107,0.28,0,0,0,0,Mid Floor,Relatively New,Low,Unfurnished
6527.0,flat,1,1,1,103,0.235,0,0,0,0,Mid Floor,Relatively New,Low,Unfurnished
6489.0,flat,2,2,2,107,0.355,0,0,0,0,Mid Floor,Relatively New,Medium,Low
7906.0,flat,3,2,2,107,0.51,0,0,0,1,Mid Floor,Relatively New,Low,Unfurnished
6398.0,flat,2,2,2,107,0.35,0,0,0,0,Mid Floor,Relatively New,Medium,Low
5828.0,flat,2,2,2,107,0.285,0,0,0,0,High Floor,Relatively New,Medium,Unfurnished
6581.0,flat,2,2,2,107,0.36,0,0,0,0,Mid Floor,Relatively New,Medium,Low
12121.0,flat,3,3,3,65,2.0,0,1,0,0,Low Floor,Relatively New,High,Medium
9768.0,flat,4,4,3,66,2.7,0,1,0,1,Mid Floor,Relatively New,Low,Medium
16233.0,flat,3,4,3,65,4.94,0,1,0,0,High Floor,Mid,High,Unfurnished
8706.0,flat,4,4,2,69,1.75,0,0,0,0,Mid Floor,Relatively New,High,High
4854.0,flat,4,5,2,90,1.25,1,1,0,0,Mid Floor,Relatively New,High,Unfurnished
4906.0,flat,3,4,3,90,0.92,0,1,0,0,Mid Floor,Relatively New,High,Unfurnished
5252.0,flat,4,5,2,90,1.3,1,1,0,0,Mid Floor,Relatively New,High,Unfurnished
12863.0,flat,2,2,1,69,0.62,0,0,0,0,Mid Floor,Relatively New,High,Medium
8000.0,flat,4,5,3+,69,1.92,0,1,0,0,Mid Floor,Relatively New,High,Medium
8333.0,flat,4,4,3,56,2.0,0,0,0,1,Mid Floor,Relatively New,Low,Medium
8333.0,flat,4,5,3+,70,2.0,0,1,0,0,Low Floor,Relatively New,Low,Medium
3067.0,flat,3,4,3,Imt Manesar,0.75,0,1,0,0,Mid Floor,Relatively New,Low,Low
7682.0,flat,3,4,3,85,1.85,1,1,0,0,Low Floor,Relatively New,Low,High
6339.0,flat,2,2,3+,91,0.89,0,0,0,1,Mid Floor,Relatively New,Low,Medium
5896.0,flat,3,4,2,85,1.25,0,1,0,0,Mid Floor,Relatively New,Low,High
12706.0,flat,3,3,3,102,2.15,0,0,0,0,Mid Floor,Relatively New,Low,Medium
12650.0,flat,3,3,3+,67,3.05,0,1,0,0,High Floor,Relatively New,High,High
12945.0,flat,3,3,3,67,2.65,0,0,0,1,Low Floor,Relatively New,High,High
6666.0,flat,2,2,3,81,0.49,0,0,0,0,Mid Floor,Relatively New,High,Unfurnished
10996.0,flat,3,3,3,70A,1.82,0,0,0,0,High Floor,Relatively New,High,Unfurnished
6802.0,flat,2,2,3,81,0.5,0,0,0,0,Mid Floor,Relatively New,High,Unfurnished
5049.0,flat,3,3,3,77,0.92,0,0,0,1,High Floor,Relatively New,Low,High
8461.0,flat,3,4,3,70,1.65,0,1,0,0,Low Floor,Relatively New,High,High
7586.0,flat,2,2,2,70A,1.1,1,0,0,0,Mid Floor,Relatively New,Low,Medium
7844.0,flat,3,3,3,70A,1.55,1,1,1,1,Mid Floor,Relatively New,Low,Medium
8771.0,flat,3,3,2,70A,1.25,0,0,0,1,Low Floor,Relatively New,Low,Medium
